	transcript	row	log2FoldChange	padj	protein_accession	sequence_identity	alignment_length	evalue	database	gene	locus_name	sequence_description	sequence_length	organism	protein_product
10706					A0A2D4EJC9	43.8	121	6.350000000000001e-21	TrEMBL		A0A2D4EJC9_MICCO	tr|A0A2D4EJC9|A0A2D4EJC9_MICCO ribonuclease H (Fragment) OS=Micrurus corallinus OX=54390 PE=3 SV=1	580	Micrurus corallinus	ribonuclease H (Fragment)
10707					XP_041444543.1	35.1	148	6.4400000000000006e-21	Nr			XP_041444543.1 lamina-associated polypeptide 2-like [Xenopus laevis]	449	Xenopus laevis	lamina-associated polypeptide 2-like
10708					A0A2D4LGD3	41.8	122	6.480000000000001e-21	TrEMBL		A0A2D4LGD3_9SAUR	tr|A0A2D4LGD3|A0A2D4LGD3_9SAUR RNase H domain-containing protein (Fragment) OS=Micrurus spixii OX=129469 PE=4 SV=1	213	Micrurus spixii	RNase H domain-containing protein (Fragment)
10709					A0A2D4J0A8	42.6	122	7.010000000000001e-21	TrEMBL		A0A2D4J0A8_MICLE	tr|A0A2D4J0A8|A0A2D4J0A8_MICLE ribonuclease H OS=Micrurus lemniscatus lemniscatus OX=129467 PE=3 SV=1	664	Micrurus lemniscatus lemniscatus	ribonuclease H
10710					XP_041441257.1	33.7	187	8.080000000000001e-21	Nr			XP_041441257.1 lamina-associated polypeptide 2-like [Xenopus laevis]	486	Xenopus laevis	lamina-associated polypeptide 2-like
10711					XP_041427578.1	36.6	164	8.11e-21	Nr			XP_041427578.1 lamina-associated polypeptide 2, isoforms alpha/zeta-like isoform X3 [Xenopus laevis]	437	Xenopus laevis	lamina-associated polypeptide 2, isoforms alpha/zeta-like isoform X3
10712					XP_041437348.1	36.6	164	8.11e-21	Nr			XP_041437348.1 lamina-associated polypeptide 2, isoforms alpha/zeta-like isoform X2 [Xenopus laevis]	437	Xenopus laevis	lamina-associated polypeptide 2, isoforms alpha/zeta-like isoform X2
10713					XP_041424178.1	36.6	164	8.11e-21	Nr			XP_041424178.1 lamina-associated polypeptide 2, isoforms alpha/zeta-like isoform X2 [Xenopus laevis]	437	Xenopus laevis	lamina-associated polypeptide 2, isoforms alpha/zeta-like isoform X2
10714					XP_041424177.1	36.6	164	8.73e-21	Nr			XP_041424177.1 uncharacterized protein LOC121395214 isoform X1 [Xenopus laevis]	447	Xenopus laevis	uncharacterized protein LOC121395214 isoform X1
10715					XP_042329170.1	31.4	220	1.28e-20	Nr			XP_042329170.1 uncharacterized protein LOC121933463 [Sceloporus undulatus]	303	Sceloporus undulatus	uncharacterized protein LOC121933463
10716					A0A2D4LGB9	42.6	122	1.62e-20	TrEMBL		A0A2D4LGB9_9SAUR	tr|A0A2D4LGB9|A0A2D4LGB9_9SAUR RT_RNaseH domain-containing protein (Fragment) OS=Micrurus spixii OX=129469 PE=4 SV=1	180	Micrurus spixii	RT_RNaseH domain-containing protein (Fragment)
10717					XP_015274387.1	33.3	222	1.63e-20	Nr			XP_015274387.1 PREDICTED: uncharacterized protein KIAA0232 homolog [Gekko japonicus]	2010	Gekko japonicus	PREDICTED: uncharacterized protein KIAA0232 homolog
10718					A0A1W7RDQ0	45.1	122	2.13e-20	TrEMBL		A0A1W7RDQ0_AGKCO	tr|A0A1W7RDQ0|A0A1W7RDQ0_AGKCO ribonuclease H OS=Agkistrodon contortrix contortrix OX=8713 PE=3 SV=1	567	Agkistrodon contortrix contortrix	ribonuclease H
10719					A0A6P9D0P1	43.4	122	5.08e-20	TrEMBL	LOC117675085	A0A6P9D0P1_PANGU	tr|A0A6P9D0P1|A0A6P9D0P1_PANGU ribonuclease H OS=Pantherophis guttatus OX=94885 GN=LOC117675085 PE=3 SV=1	1211	Pantherophis guttatus	ribonuclease H
10720					XP_014353257.1	41.8	122	5.18e-20	Nr			XP_014353257.1 PREDICTED: uncharacterized protein LOC106706602 [Latimeria chalumnae]	308	Latimeria chalumnae	PREDICTED: uncharacterized protein LOC106706602
10721					XP_048352202.1	29.6	223	9.34e-20	Nr			XP_048352202.1 uncharacterized protein LOC125432571 [Sphaerodactylus townsendi]	379	Sphaerodactylus townsendi	uncharacterized protein LOC125432571
10722					XP_034289304.1	43.4	122	1.3e-19	Nr			XP_034289304.1 uncharacterized protein LOC117675085 [Pantherophis guttatus]	1211	Pantherophis guttatus	uncharacterized protein LOC117675085
10723					XP_040275510.1	58.5	82	1.34e-19	Nr			XP_040275510.1 oocyte zinc finger protein XlCOF6.1-like [Bufo bufo]	418	Bufo bufo	oocyte zinc finger protein XlCOF6.1-like
10724					KAG8573945.1	42.7	124	1.66e-19	Nr			KAG8573945.1 hypothetical protein GDO81_008956 [Engystomops pustulosus]	226	Engystomops pustulosus	hypothetical protein GDO81_008956
10725					KAG8583453.1	41.0	122	1.87e-19	Nr			KAG8583453.1 hypothetical protein GDO81_008420 [Engystomops pustulosus]	563	Engystomops pustulosus	hypothetical protein GDO81_008420
10726					A0A8J1J4M0	44.3	122	2.42e-19	TrEMBL	LOC101731022	A0A8J1J4M0_XENTR	tr|A0A8J1J4M0|A0A8J1J4M0_XENTR uncharacterized protein LOC101731022 isoform X4 OS=Xenopus tropicalis OX=8364 GN=LOC101731022 PE=4 SV=1	375	Xenopus tropicalis	uncharacterized protein LOC101731022 isoform X4
10727					XP_040203676.1	33.2	217	3e-19	Nr			XP_040203676.1 uncharacterized protein LOC120935688 [Rana temporaria]	797	Rana temporaria	uncharacterized protein LOC120935688
10728					A0A3S5BVB7	34.4	218	3.85e-19	TrEMBL	PXEA_LOCUS35194	A0A3S5BVB7_9PLAT	tr|A0A3S5BVB7|A0A3S5BVB7_9PLAT ANK_REP_REGION domain-containing protein OS=Protopolystoma xenopodis OX=117903 GN=PXEA_LOCUS35194 PE=4 SV=1	431	Protopolystoma xenopodis	ANK_REP_REGION domain-containing protein
10729					XP_039190879.1	31.1	222	4.16e-19	Nr			XP_039190879.1 uncharacterized protein LOC120304425 [Crotalus tigris]	870	Crotalus tigris	uncharacterized protein LOC120304425
10730					A0A2D4KIP0	40.2	122	6.03e-19	TrEMBL		A0A2D4KIP0_9SAUR	tr|A0A2D4KIP0|A0A2D4KIP0_9SAUR Endonuclease (Fragment) OS=Micrurus paraensis OX=1970185 PE=4 SV=1	190	Micrurus paraensis	Endonuclease (Fragment)
10731					A0A6P9ANZ3	43.9	123	6.39e-19	TrEMBL	LOC117655422	A0A6P9ANZ3_PANGU	tr|A0A6P9ANZ3|A0A6P9ANZ3_PANGU uncharacterized protein LOC117655422 OS=Pantherophis guttatus OX=94885 GN=LOC117655422 PE=4 SV=1	413	Pantherophis guttatus	uncharacterized protein LOC117655422
10732					A0A8J1MS43	41.9	124	1.43e-18	TrEMBL	LOC121402168	A0A8J1MS43_XENLA	tr|A0A8J1MS43|A0A8J1MS43_XENLA ribonuclease H OS=Xenopus laevis OX=8355 GN=LOC121402168 PE=3 SV=1	1068	Xenopus laevis	ribonuclease H
10733					A0A8J1JBZ2	40.2	122	3.19e-18	TrEMBL	LOC116409839	A0A8J1JBZ2_XENTR	tr|A0A8J1JBZ2|A0A8J1JBZ2_XENTR uncharacterized protein LOC116409839 OS=Xenopus tropicalis OX=8364 GN=LOC116409839 PE=4 SV=1	666	Xenopus tropicalis	uncharacterized protein LOC116409839
10734					A0A8J1MZ44	42.6	108	1.11e-17	TrEMBL	LOC121403038	A0A8J1MZ44_XENLA	tr|A0A8J1MZ44|A0A8J1MZ44_XENLA ribonuclease H OS=Xenopus laevis OX=8355 GN=LOC121403038 PE=3 SV=1	852	Xenopus laevis	ribonuclease H
10735					XP_041446270.1	42.6	108	2.85e-17	Nr			XP_041446270.1 uncharacterized protein LOC121403038 [Xenopus laevis]	852	Xenopus laevis	uncharacterized protein LOC121403038
10736					A0A8J1KMD2	42.1	107	6.37e-16	TrEMBL	LOC121393601	A0A8J1KMD2_XENLA	tr|A0A8J1KMD2|A0A8J1KMD2_XENLA ribonuclease H OS=Xenopus laevis OX=8355 GN=LOC121393601 PE=3 SV=1	1091	Xenopus laevis	ribonuclease H
10737					XP_041418470.1	42.1	107	1.64e-15	Nr			XP_041418470.1 uncharacterized protein LOC121393601 [Xenopus laevis]	1091	Xenopus laevis	uncharacterized protein LOC121393601
10738					A0A8J1L4C2	38.2	110	1.22e-12	TrEMBL	LOC108717852	A0A8J1L4C2_XENLA	tr|A0A8J1L4C2|A0A8J1L4C2_XENLA uncharacterized protein LOC108717852 OS=Xenopus laevis OX=8355 GN=LOC108717852 PE=4 SV=1	428	Xenopus laevis	uncharacterized protein LOC108717852
10739					XP_029451018.1	42.6	108	1.6e-12	Nr			XP_029451018.1 heterogeneous nuclear ribonucleoprotein A1 isoform X2 [Rhinatrema bivittatum]	407	Rhinatrema bivittatum	heterogeneous nuclear ribonucleoprotein A1 isoform X2
10740					XP_041423435.1	38.2	110	3.14e-12	Nr			XP_041423435.1 uncharacterized protein LOC108717852 [Xenopus laevis]	428	Xenopus laevis	uncharacterized protein LOC108717852
10741					XP_044130116.1	42.1	95	9.56e-12	Nr			XP_044130116.1 solute carrier family 35 member F5 [Bufo gargarizans]	1106	Bufo gargarizans	solute carrier family 35 member F5
10742					A0A8J1LBW5	41.5	94	2.39e-11	TrEMBL	LOC121396278	A0A8J1LBW5_XENLA	tr|A0A8J1LBW5|A0A8J1LBW5_XENLA uncharacterized protein LOC121396278 OS=Xenopus laevis OX=8355 GN=LOC121396278 PE=4 SV=1	239	Xenopus laevis	uncharacterized protein LOC121396278
10743					A0A8J1LR62	39.0	100	2.95e-11	TrEMBL	LOC121397903	A0A8J1LR62_XENLA	tr|A0A8J1LR62|A0A8J1LR62_XENLA ribonuclease H OS=Xenopus laevis OX=8355 GN=LOC121397903 PE=3 SV=1	513	Xenopus laevis	ribonuclease H
10744					XP_029455053.1	39.8	108	3.12e-11	Nr			XP_029455053.1 uncharacterized protein LOC115090287 [Rhinatrema bivittatum]	654	Rhinatrema bivittatum	uncharacterized protein LOC115090287
10745					A0A8J1LK19	42.1	95	3.17e-11	TrEMBL	LOC121397309	A0A8J1LK19_XENLA	tr|A0A8J1LK19|A0A8J1LK19_XENLA ribonuclease H OS=Xenopus laevis OX=8355 GN=LOC121397309 PE=3 SV=1	856	Xenopus laevis	ribonuclease H
10746					A0A8J1N0T7	42.1	95	4.39e-11	TrEMBL	LOC121403130	A0A8J1N0T7_XENLA	tr|A0A8J1N0T7|A0A8J1N0T7_XENLA ribonuclease H OS=Xenopus laevis OX=8355 GN=LOC121403130 PE=3 SV=1	1010	Xenopus laevis	ribonuclease H
10747					XP_029441229.1	38.8	116	5.79e-11	Nr			XP_029441229.1 uncharacterized protein LOC115080906 [Rhinatrema bivittatum]	654	Rhinatrema bivittatum	uncharacterized protein LOC115080906
10748					XP_041427028.1	41.5	94	6.15e-11	Nr			XP_041427028.1 uncharacterized protein LOC121396278 [Xenopus laevis]	239	Xenopus laevis	uncharacterized protein LOC121396278
10749					XP_041432012.1	39.0	100	7.57e-11	Nr			XP_041432012.1 uncharacterized protein LOC121397903 isoform X2 [Xenopus laevis]	513	Xenopus laevis	uncharacterized protein LOC121397903 isoform X2
10750					XP_041429862.1	42.1	95	8.15e-11	Nr			XP_041429862.1 uncharacterized protein LOC121397309 [Xenopus laevis]	856	Xenopus laevis	uncharacterized protein LOC121397309
10751					XP_041446855.1	42.1	95	1.13e-10	Nr			XP_041446855.1 uncharacterized protein LOC121403130 [Xenopus laevis]	1010	Xenopus laevis	uncharacterized protein LOC121403130
10752					A0A8J1M778	40.8	98	1.25e-10	TrEMBL	LOC121399818	A0A8J1M778_XENLA	tr|A0A8J1M778|A0A8J1M778_XENLA uncharacterized protein LOC121399818 OS=Xenopus laevis OX=8355 GN=LOC121399818 PE=4 SV=1	239	Xenopus laevis	uncharacterized protein LOC121399818
10753					XP_053138354.1	39.1	110	2.91e-10	Nr			XP_053138354.1 uncharacterized protein LOC128339002 [Hemicordylus capensis]	1282	Hemicordylus capensis	uncharacterized protein LOC128339002
10754					OCT76275.1	39.4	99	3.01e-10	Nr			OCT76275.1 hypothetical protein XELAEV_18031470mg [Xenopus laevis]	2740	Xenopus laevis	hypothetical protein XELAEV_18031470mg
10755					XP_041437518.1	40.8	98	3.21e-10	Nr			XP_041437518.1 uncharacterized protein LOC121399818 [Xenopus laevis]	239	Xenopus laevis	uncharacterized protein LOC121399818
10756					XP_053149582.1	41.4	99	3.82e-10	Nr			XP_053149582.1 uncharacterized protein LOC128344105 [Hemicordylus capensis]	834	Hemicordylus capensis	uncharacterized protein LOC128344105
10757					A0A8D0H863	40.0	95	9.18e-10	TrEMBL		A0A8D0H863_SPHPU	tr|A0A8D0H863|A0A8D0H863_SPHPU LAP2alpha domain-containing protein OS=Sphenodon punctatus OX=8508 PE=4 SV=1	630	Sphenodon punctatus	LAP2alpha domain-containing protein
10758					XP_040178142.1	42.3	97	1.25e-09	Nr			XP_040178142.1 uncharacterized protein LOC120910452 [Rana temporaria]	561	Rana temporaria	uncharacterized protein LOC120910452
10759					A0A2D4J0A8	40.2	97	1.72e-09	TrEMBL		A0A2D4J0A8_MICLE	tr|A0A2D4J0A8|A0A2D4J0A8_MICLE ribonuclease H OS=Micrurus lemniscatus lemniscatus OX=129467 PE=3 SV=1	664	Micrurus lemniscatus lemniscatus	ribonuclease H
10760					XP_040199449.1	33.3	96	2.86e-08	Nr			XP_040199449.1 uncharacterized protein LOC120931762 [Rana temporaria]	737	Rana temporaria	uncharacterized protein LOC120931762
10761					XP_044159938.1	36.6	93	3.55e-08	Nr			XP_044159938.1 uncharacterized protein LOC122945122 isoform X1 [Bufo gargarizans]	436	Bufo gargarizans	uncharacterized protein LOC122945122 isoform X1
10762					A0A803J3K6	37.9	95	3.91e-08	TrEMBL		A0A803J3K6_XENTR	tr|A0A803J3K6|A0A803J3K6_XENTR Reverse transcriptase domain-containing protein OS=Xenopus tropicalis OX=8364 PE=4 SV=1	895	Xenopus tropicalis	Reverse transcriptase domain-containing protein
10763					XP_044153533.1	35.0	100	5.04e-08	Nr			XP_044153533.1 uncharacterized protein LOC122940815 [Bufo gargarizans]	528	Bufo gargarizans	uncharacterized protein LOC122940815
10764					XP_042320541.1	33.6	110	6.81e-08	Nr			XP_042320541.1 uncharacterized protein LOC121929246 [Sceloporus undulatus]	300	Sceloporus undulatus	uncharacterized protein LOC121929246
10765					A0A803JK98	50.9	53	9.91e-08	TrEMBL		A0A803JK98_XENTR	tr|A0A803JK98|A0A803JK98_XENTR Reverse transcriptase domain-containing protein OS=Xenopus tropicalis OX=8364 PE=4 SV=1	925	Xenopus tropicalis	Reverse transcriptase domain-containing protein
10766					A0A2D4KEZ9	31.9	94	3.18e-07	TrEMBL		A0A2D4KEZ9_9SAUR	tr|A0A2D4KEZ9|A0A2D4KEZ9_9SAUR Reverse transcriptase (Fragment) OS=Micrurus paraensis OX=1970185 PE=4 SV=1	142	Micrurus paraensis	Reverse transcriptase (Fragment)
10767					A0A6P9D0P1	37.2	94	3.48e-07	TrEMBL	LOC117675085	A0A6P9D0P1_PANGU	tr|A0A6P9D0P1|A0A6P9D0P1_PANGU ribonuclease H OS=Pantherophis guttatus OX=94885 GN=LOC117675085 PE=3 SV=1	1211	Pantherophis guttatus	ribonuclease H
10768					KAG8539134.1	35.8	95	6.01e-07	Nr			KAG8539134.1 hypothetical protein GDO81_021365 [Engystomops pustulosus]	548	Engystomops pustulosus	hypothetical protein GDO81_021365
10769					A0A8J1MUG6	31.3	96	8.69e-07	TrEMBL	LOC121402804	A0A8J1MUG6_XENLA	tr|A0A8J1MUG6|A0A8J1MUG6_XENLA ribonuclease H OS=Xenopus laevis OX=8355 GN=LOC121402804 PE=3 SV=1	1044	Xenopus laevis	ribonuclease H
10770					XP_034289304.1	37.2	94	8.94e-07	Nr			XP_034289304.1 uncharacterized protein LOC117675085 [Pantherophis guttatus]	1211	Pantherophis guttatus	uncharacterized protein LOC117675085
10771					A0A8J1MIB1	36.8	106	2.14e-06	TrEMBL	LOC121401203	A0A8J1MIB1_XENLA	tr|A0A8J1MIB1|A0A8J1MIB1_XENLA ribonuclease H OS=Xenopus laevis OX=8355 GN=LOC121401203 PE=3 SV=1	804	Xenopus laevis	ribonuclease H
10772					XP_041445392.1	31.3	96	2.23e-06	Nr			XP_041445392.1 uncharacterized protein LOC121402804 [Xenopus laevis]	1044	Xenopus laevis	uncharacterized protein LOC121402804
10773					A0A803JUN8	35.1	97	2.23e-06	TrEMBL		A0A803JUN8_XENTR	tr|A0A803JUN8|A0A803JUN8_XENTR ribonuclease H OS=Xenopus tropicalis OX=8364 PE=3 SV=1	1308	Xenopus tropicalis	ribonuclease H
10774					KAJ1109638.1	35.7	98	2.27e-06	Nr			KAJ1109638.1 hypothetical protein NDU88_006998 [Pleurodeles waltl]	1312	Pleurodeles waltl	hypothetical protein NDU88_006998
10775					A0A2D4KEU4	33.0	94	2.8e-06	TrEMBL		A0A2D4KEU4_9SAUR	tr|A0A2D4KEU4|A0A2D4KEU4_9SAUR Reverse transcriptase domain-containing protein (Fragment) OS=Micrurus paraensis OX=1970185 PE=4 SV=1	172	Micrurus paraensis	Reverse transcriptase domain-containing protein (Fragment)
10776					A0A8J1MS43	31.6	95	2.99e-06	TrEMBL	LOC121402168	A0A8J1MS43_XENLA	tr|A0A8J1MS43|A0A8J1MS43_XENLA ribonuclease H OS=Xenopus laevis OX=8355 GN=LOC121402168 PE=3 SV=1	1068	Xenopus laevis	ribonuclease H
10777					A0A2D4KEV5	33.0	94	2.99e-06	TrEMBL		A0A2D4KEV5_9SAUR	tr|A0A2D4KEV5|A0A2D4KEV5_9SAUR Reverse transcriptase domain-containing protein (Fragment) OS=Micrurus paraensis OX=1970185 PE=4 SV=1	203	Micrurus paraensis	Reverse transcriptase domain-containing protein (Fragment)
10778					A0A8J1JBZ2	31.9	94	3.88e-06	TrEMBL	LOC116409839	A0A8J1JBZ2_XENTR	tr|A0A8J1JBZ2|A0A8J1JBZ2_XENTR uncharacterized protein LOC116409839 OS=Xenopus tropicalis OX=8364 GN=LOC116409839 PE=4 SV=1	666	Xenopus tropicalis	uncharacterized protein LOC116409839
10779					A0A8J1L8U5	49.1	53	4.02e-06	TrEMBL	LOC121395599	A0A8J1L8U5_XENLA	tr|A0A8J1L8U5|A0A8J1L8U5_XENLA ribonuclease H OS=Xenopus laevis OX=8355 GN=LOC121395599 PE=3 SV=1	910	Xenopus laevis	ribonuclease H
10780					A0A2D4M3Y6	34.0	94	4.69e-06	TrEMBL		A0A2D4M3Y6_9SAUR	tr|A0A2D4M3Y6|A0A2D4M3Y6_9SAUR ribonuclease H (Fragment) OS=Micrurus spixii OX=129469 PE=3 SV=1	372	Micrurus spixii	ribonuclease H (Fragment)
10781					XP_040266934.1	35.1	94	5.4e-06	Nr			XP_040266934.1 cochlin [Bufo bufo]	690	Bufo bufo	cochlin
10782					A0A803K510	30.9	94	5.41e-06	TrEMBL		A0A803K510_XENTR	tr|A0A803K510|A0A803K510_XENTR ribonuclease H OS=Xenopus tropicalis OX=8364 PE=3 SV=1	820	Xenopus tropicalis	ribonuclease H
10783					A0A2D4KEW8	33.0	94	5.41e-06	TrEMBL		A0A2D4KEW8_9SAUR	tr|A0A2D4KEW8|A0A2D4KEW8_9SAUR ribonuclease H (Fragment) OS=Micrurus paraensis OX=1970185 PE=3 SV=1	288	Micrurus paraensis	ribonuclease H (Fragment)
10784					Q8I7P9	26.4	140	1.44e-05	Swiss-Prot	pol	POL5_DROME	sp|Q8I7P9|POL5_DROME Retrovirus-related Pol polyprotein from transposon opus OS=Drosophila melanogaster OX=7227 GN=pol PE=4 SV=1	1003	Drosophila melanogaster	Retrovirus-related Pol polyprotein from transposon opus
10785					Q91DM0	26.8	127	1.57e-05	Swiss-Prot		POLG_PVCV1	sp|Q91DM0|POLG_PVCV1 Genome polyprotein OS=Petunia vein clearing virus (isolate Shepherd) OX=492094 PE=3 SV=1	2179	Petunia vein clearing virus (isolate Shepherd)	Genome polyprotein
10786					Q6XKE6	26.8	127	1.57e-05	Swiss-Prot		POLG_PVCV2	sp|Q6XKE6|POLG_PVCV2 Genome polyprotein OS=Petunia vein clearing virus (isolate Hohn) OX=492095 PE=3 SV=1	2180	Petunia vein clearing virus (isolate Hohn)	Genome polyprotein
10787					Q09575	32.3	127	8.41e-05	Swiss-Prot	K02A2.6	YRD6_CAEEL	sp|Q09575|YRD6_CAEEL Uncharacterized protein K02A2.6 OS=Caenorhabditis elegans OX=6239 GN=K02A2.6 PE=4 SV=1	1268	Caenorhabditis elegans	Uncharacterized protein K02A2.6
10788					P19199	23.3	270	8.75e-05	Swiss-Prot		POL_COYMV	sp|P19199|POL_COYMV Polyprotein P3 OS=Commelina yellow mottle virus OX=10653 PE=3 SV=2	1886	Commelina yellow mottle virus	Polyprotein P3
10789					P03162	27.2	147	0.00014	Swiss-Prot	P	DPOL_DHBV1	sp|P03162|DPOL_DHBV1 Protein P OS=Duck hepatitis B virus (strain United States/DHBV-16) OX=489543 GN=P PE=3 SV=2	836	Duck hepatitis B virus (strain United States/DHBV-16)	Protein P
10790					P0CT41	27.5	131	0.0002	Swiss-Prot	Tf2-12	TF212_SCHPO	sp|P0CT41|TF212_SCHPO Transposon Tf2-12 polyprotein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=Tf2-12 PE=3 SV=1	1333	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Transposon Tf2-12 polyprotein
10791					P0CT34	27.5	131	0.0002	Swiss-Prot	Tf2-1	TF21_SCHPO	sp|P0CT34|TF21_SCHPO Transposon Tf2-1 polyprotein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=Tf2-1 PE=3 SV=1	1333	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Transposon Tf2-1 polyprotein
10792					P0CT35	27.5	131	0.0002	Swiss-Prot	Tf2-2	TF22_SCHPO	sp|P0CT35|TF22_SCHPO Transposon Tf2-2 polyprotein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=Tf2-2 PE=3 SV=1	1333	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Transposon Tf2-2 polyprotein
10793					P0CT36	27.5	131	0.0002	Swiss-Prot	Tf2-3	TF23_SCHPO	sp|P0CT36|TF23_SCHPO Transposon Tf2-3 polyprotein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=Tf2-3 PE=1 SV=1	1333	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Transposon Tf2-3 polyprotein
10794					P0CT37	27.5	131	0.0002	Swiss-Prot	Tf2-4	TF24_SCHPO	sp|P0CT37|TF24_SCHPO Transposon Tf2-4 polyprotein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=Tf2-4 PE=3 SV=1	1333	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Transposon Tf2-4 polyprotein
10795					P0CT38	27.5	131	0.0002	Swiss-Prot	Tf2-5	TF25_SCHPO	sp|P0CT38|TF25_SCHPO Transposon Tf2-5 polyprotein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=Tf2-5 PE=3 SV=1	1333	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Transposon Tf2-5 polyprotein
10796					P0CT39	27.5	131	0.0002	Swiss-Prot	Tf2-6	TF26_SCHPO	sp|P0CT39|TF26_SCHPO Transposon Tf2-6 polyprotein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=Tf2-6 PE=3 SV=1	1333	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Transposon Tf2-6 polyprotein
10797					P0CT40	27.5	131	0.0002	Swiss-Prot	Tf2-9	TF29_SCHPO	sp|P0CT40|TF29_SCHPO Transposon Tf2-9 polyprotein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=Tf2-9 PE=3 SV=1	1333	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Transposon Tf2-9 polyprotein
10798					P17192	28.6	147	0.000327	Swiss-Prot	P	DPOL_HPBDB	sp|P17192|DPOL_HPBDB Protein P OS=Duck hepatitis B virus (isolate brown Shanghai duck S5) OX=10439 GN=P PE=3 SV=1	788	Duck hepatitis B virus (isolate brown Shanghai duck S5)	Protein P
10799					Q66403	27.9	147	0.000436	Swiss-Prot	P	DPOL_DHBVQ	sp|Q66403|DPOL_DHBVQ Protein P OS=Duck hepatitis B virus (isolate Shanghai/DHBVQCA34) OX=644639 GN=P PE=3 SV=1	788	Duck hepatitis B virus (isolate Shanghai/DHBVQCA34)	Protein P
10800					O92815	27.8	126	0.000486	Swiss-Prot	gag-pol	POL_WDSV	sp|O92815|POL_WDSV Gag-Pol polyprotein OS=Walleye dermal sarcoma virus OX=39720 GN=gag-pol PE=1 SV=2	1752	Walleye dermal sarcoma virus	Gag-Pol polyprotein
10801					Q61033	25.7	136	0.000517	Swiss-Prot	Tmpo	LAP2A_MOUSE	sp|Q61033|LAP2A_MOUSE Lamina-associated polypeptide 2, isoforms alpha/zeta OS=Mus musculus OX=10090 GN=Tmpo PE=1 SV=4	693	Mus musculus	Lamina-associated polypeptide 2, isoforms alpha/zeta
10802					P30028	26.5	147	0.000774	Swiss-Prot	P	DPOL_HPBDC	sp|P30028|DPOL_HPBDC Protein P OS=Duck hepatitis B virus (strain China) OX=31510 GN=P PE=3 SV=1	787	Duck hepatitis B virus (strain China)	Protein P
10803					P17193	26.5	147	0.000774	Swiss-Prot	P	DPOL_HPBDW	sp|P17193|DPOL_HPBDW Protein P OS=Duck hepatitis B virus (isolate white Shanghai duck S31) OX=10440 GN=P PE=3 SV=1	788	Duck hepatitis B virus (isolate white Shanghai duck S31)	Protein P
10804	Cluster-75151.87596_NODE_92684_length_1803_cov_273.114055_g156_i68	bombina_pachypus_corset_DEGS_blastx	4.64619910127233	0.004934217550182	A0A1L8GLV5	54.5	156	6.320000000000001e-37	TrEMBL	raver2.L	A0A1L8GLV5_XENLA	tr|A0A1L8GLV5|A0A1L8GLV5_XENLA ribonucleoprotein PTB-binding 2 isoform X2 OS=Xenopus laevis OX=8355 GN=raver2.L PE=4 SV=1	733	Xenopus laevis	ribonucleoprotein PTB-binding 2 isoform X2
10805					XP_018113723.1	54.5	156	1.6200000000000002e-36	Nr			XP_018113723.1 ribonucleoprotein PTB-binding 2 isoform X2 [Xenopus laevis]	733	Xenopus laevis	ribonucleoprotein PTB-binding 2 isoform X2
10806					Q0IHY7	51.6	155	1.79e-34	TrEMBL	raver2	Q0IHY7_XENTR	tr|Q0IHY7|Q0IHY7_XENTR Ribonucleoprotein, PTB-binding 2 OS=Xenopus tropicalis OX=8364 GN=raver2 PE=2 SV=1	640	Xenopus tropicalis	Ribonucleoprotein, PTB-binding 2
10807					A0A8J0V0Y0	52.1	163	1.88e-34	TrEMBL	raver2.L	A0A8J0V0Y0_XENLA	tr|A0A8J0V0Y0|A0A8J0V0Y0_XENLA ribonucleoprotein PTB-binding 2 isoform X1 OS=Xenopus laevis OX=8355 GN=raver2.L PE=4 SV=1	743	Xenopus laevis	ribonucleoprotein PTB-binding 2 isoform X1
