	transcript	row	log2FoldChange	padj	protein_accession	sequence_identity	alignment_length	evalue	database	gene	locus_name	sequence_description	sequence_length	organism	protein_product
15628					A0A6P5J3X0	57.0	179	8.08e-50	TrEMBL	BIVM	A0A6P5J3X0_PHACI	tr|A0A6P5J3X0|A0A6P5J3X0_PHACI Basic immunoglobulin-like variable motif-containing protein OS=Phascolarctos cinereus OX=38626 GN=BIVM PE=3 SV=1	586	Phascolarctos cinereus	Basic immunoglobulin-like variable motif-containing protein
15629					A0A8B9NQS4	56.6	182	8.86e-50	TrEMBL		A0A8B9NQS4_APTOW	tr|A0A8B9NQS4|A0A8B9NQS4_APTOW Basic immunoglobulin-like variable motif-containing protein OS=Apteryx owenii OX=8824 PE=3 SV=1	529	Apteryx owenii	Basic immunoglobulin-like variable motif-containing protein
15630					A0A8C3GMD5	56.6	182	9.28e-50	TrEMBL		A0A8C3GMD5_CAIMO	tr|A0A8C3GMD5|A0A8C3GMD5_CAIMO Basic immunoglobulin-like variable motif-containing protein OS=Cairina moschata domestica OX=1240228 PE=3 SV=1	494	Cairina moschata domestica	Basic immunoglobulin-like variable motif-containing protein
15631					A0A8C3J275	56.0	182	1.1e-49	TrEMBL		A0A8C3J275_9CHAR	tr|A0A8C3J275|A0A8C3J275_9CHAR Basic immunoglobulin-like variable motif-containing protein OS=Calidris pygmaea OX=425635 PE=3 SV=1	503	Calidris pygmaea	Basic immunoglobulin-like variable motif-containing protein
15632					A0A8C0U4Z7	56.0	182	1.12e-49	TrEMBL	LOC111944168	A0A8C0U4Z7_CYACU	tr|A0A8C0U4Z7|A0A8C0U4Z7_CYACU Basic immunoglobulin-like variable motif-containing protein OS=Cyanistes caeruleus OX=156563 GN=LOC111944168 PE=3 SV=1	306	Cyanistes caeruleus	Basic immunoglobulin-like variable motif-containing protein
15633					A0A6J3ER21	57.1	182	1.14e-49	TrEMBL	BIVM	A0A6J3ER21_AYTFU	tr|A0A6J3ER21|A0A6J3ER21_AYTFU Basic immunoglobulin-like variable motif-containing protein OS=Aythya fuligula OX=219594 GN=BIVM PE=3 SV=1	505	Aythya fuligula	Basic immunoglobulin-like variable motif-containing protein
15634					A0A7K8WNF6	56.0	182	1.14e-49	TrEMBL	Bivm	A0A7K8WNF6_9FURN	tr|A0A7K8WNF6|A0A7K8WNF6_9FURN Basic immunoglobulin-like variable motif-containing protein (Fragment) OS=Sclerurus mexicanus OX=265632 GN=Bivm PE=3 SV=1	505	Sclerurus mexicanus	Basic immunoglobulin-like variable motif-containing protein (Fragment)
15635					A0A8C3CFR3	56.6	182	1.14e-49	TrEMBL		A0A8C3CFR3_CAIMO	tr|A0A8C3CFR3|A0A8C3CFR3_CAIMO Basic immunoglobulin-like variable motif-containing protein OS=Cairina moschata domestica OX=1240228 PE=3 SV=1	505	Cairina moschata domestica	Basic immunoglobulin-like variable motif-containing protein
15636					Q3KPR5	48.8	168	1.63e-38	Swiss-Prot	bivm	BIVM_XENLA	sp|Q3KPR5|BIVM_XENLA Basic immunoglobulin-like variable motif-containing protein OS=Xenopus laevis OX=8355 GN=bivm PE=2 SV=2	497	Xenopus laevis	Basic immunoglobulin-like variable motif-containing protein
15637					Q8CBX9	44.7	179	1.26e-36	Swiss-Prot	Bivm	BIVM_MOUSE	sp|Q8CBX9|BIVM_MOUSE Basic immunoglobulin-like variable motif-containing protein OS=Mus musculus OX=10090 GN=Bivm PE=2 SV=1	502	Mus musculus	Basic immunoglobulin-like variable motif-containing protein
15638					Q0V9T8	45.6	169	1.6800000000000002e-35	Swiss-Prot	bivm	BIVM_XENTR	sp|Q0V9T8|BIVM_XENTR Basic immunoglobulin-like variable motif-containing protein OS=Xenopus tropicalis OX=8364 GN=bivm PE=2 SV=1	499	Xenopus tropicalis	Basic immunoglobulin-like variable motif-containing protein
15639	Cluster-80718.5446_A0.TRINITY_DN14060_c1_g1_i7	salamandra_salamandra_sud-nord_blastp	6.62406604885907	0.0280784608910146	KAJ1101620.1	94.9	1308	0.0	Nr			KAJ1101620.1 hypothetical protein NDU88_006686 [Pleurodeles waltl]	1308	Pleurodeles waltl	hypothetical protein NDU88_006686
15640					XP_029445178.1	83.1	1095	0.0	Nr			XP_029445178.1 nephrocystin-3 isoform X3 [Rhinatrema bivittatum]	1266	Rhinatrema bivittatum	nephrocystin-3 isoform X3
15641					XP_029445173.1	83.1	1095	0.0	Nr			XP_029445173.1 nephrocystin-3 isoform X1 [Rhinatrema bivittatum]	1308	Rhinatrema bivittatum	nephrocystin-3 isoform X1
15642					XP_030062501.1	81.2	1095	0.0	Nr			XP_030062501.1 nephrocystin-3-like [Microcaecilia unicolor]	1308	Microcaecilia unicolor	nephrocystin-3-like
15643					XP_040289207.1	81.0	1099	0.0	Nr			XP_040289207.1 nephrocystin-3 [Bufo bufo]	1305	Bufo bufo	nephrocystin-3
15644					XP_033785861.1	81.2	1095	0.0	Nr			XP_033785861.1 nephrocystin-3 isoform X1 [Geotrypetes seraphini]	1308	Geotrypetes seraphini	nephrocystin-3 isoform X1
15645					XP_033785864.1	81.2	1095	0.0	Nr			XP_033785864.1 nephrocystin-3 isoform X2 [Geotrypetes seraphini]	1211	Geotrypetes seraphini	nephrocystin-3 isoform X2
15646					XP_027682546.1	82.2	1104	0.0	Nr			XP_027682546.1 nephrocystin-3 isoform X1 [Chelonia mydas]	1317	Chelonia mydas	nephrocystin-3 isoform X1
15647					XP_037746223.1	82.2	1104	0.0	Nr			XP_037746223.1 nephrocystin-3 isoform X4 [Chelonia mydas]	1178	Chelonia mydas	nephrocystin-3 isoform X4
15648					XP_037746222.1	82.2	1104	0.0	Nr			XP_037746222.1 nephrocystin-3 isoform X2 [Chelonia mydas]	1275	Chelonia mydas	nephrocystin-3 isoform X2
15649					KAG8572735.1	81.0	1099	0.0	Nr			KAG8572735.1 hypothetical protein GDO81_012149 [Engystomops pustulosus]	1304	Engystomops pustulosus	hypothetical protein GDO81_012149
15650					XP_048694737.1	81.9	1104	0.0	Nr			XP_048694737.1 nephrocystin-3 isoform X4 [Caretta caretta]	1213	Caretta caretta	nephrocystin-3 isoform X4
15651					XP_048694735.1	81.9	1104	0.0	Nr			XP_048694735.1 nephrocystin-3 isoform X2 [Caretta caretta]	1275	Caretta caretta	nephrocystin-3 isoform X2
15652					XP_048694734.1	81.9	1104	0.0	Nr			XP_048694734.1 nephrocystin-3 isoform X1 [Caretta caretta]	1317	Caretta caretta	nephrocystin-3 isoform X1
15653					XP_044151767.1	80.6	1099	0.0	Nr			XP_044151767.1 nephrocystin-3 isoform X1 [Bufo gargarizans]	1305	Bufo gargarizans	nephrocystin-3 isoform X1
15654					XP_023963504.1	81.8	1104	0.0	Nr			XP_023963504.1 nephrocystin-3 isoform X1 [Chrysemys picta bellii]	1317	Chrysemys picta bellii	nephrocystin-3 isoform X1
15655					XP_023963513.1	81.8	1104	0.0	Nr			XP_023963513.1 nephrocystin-3 isoform X2 [Chrysemys picta bellii]	1193	Chrysemys picta bellii	nephrocystin-3 isoform X2
15656					NP_001086695.1	81.3	1095	0.0	Nr			NP_001086695.1 nephrocystin-3 [Xenopus laevis]	1300	Xenopus laevis	nephrocystin-3
15657					XP_044860345.1	81.9	1104	0.0	Nr			XP_044860345.1 nephrocystin-3 [Mauremys mutica]	1317	Mauremys mutica	nephrocystin-3
15658					XP_053323917.1	80.9	1095	0.0	Nr			XP_053323917.1 nephrocystin-3 [Spea bombifrons]	1300	Spea bombifrons	nephrocystin-3
15659					TFK11873.1	81.6	1104	0.0	Nr			TFK11873.1 Nephrocystin-3 [Platysternon megacephalum]	1317	Platysternon megacephalum	Nephrocystin-3
15660					XP_039378843.1	81.8	1104	0.0	Nr			XP_039378843.1 nephrocystin-3 isoform X1 [Mauremys reevesii]	1317	Mauremys reevesii	nephrocystin-3 isoform X1
15661					XP_040209039.1	80.5	1095	0.0	Nr			XP_040209039.1 nephrocystin-3 [Rana temporaria]	1300	Rana temporaria	nephrocystin-3
15662					XP_038248482.1	81.3	1104	0.0	Nr			XP_038248482.1 nephrocystin-3 isoform X1 [Dermochelys coriacea]	1317	Dermochelys coriacea	nephrocystin-3 isoform X1
15663					XP_043364857.1	81.3	1104	0.0	Nr			XP_043364857.1 nephrocystin-3 isoform X2 [Dermochelys coriacea]	1275	Dermochelys coriacea	nephrocystin-3 isoform X2
15664					A0A6P7YC54	81.2	1095	0.0	TrEMBL	LOC115472384	A0A6P7YC54_9AMPH	tr|A0A6P7YC54|A0A6P7YC54_9AMPH nephrocystin-3-like OS=Microcaecilia unicolor OX=1415580 GN=LOC115472384 PE=4 SV=1	1308	Microcaecilia unicolor	nephrocystin-3-like
15665					A0A6P8P9K0	81.2	1095	0.0	TrEMBL	NPHP3	A0A6P8P9K0_GEOSA	tr|A0A6P8P9K0|A0A6P8P9K0_GEOSA nephrocystin-3 isoform X1 OS=Geotrypetes seraphini OX=260995 GN=NPHP3 PE=4 SV=1	1308	Geotrypetes seraphini	nephrocystin-3 isoform X1
15666					A0A6P8PPJ1	81.2	1095	0.0	TrEMBL	NPHP3	A0A6P8PPJ1_GEOSA	tr|A0A6P8PPJ1|A0A6P8PPJ1_GEOSA nephrocystin-3 isoform X2 OS=Geotrypetes seraphini OX=260995 GN=NPHP3 PE=4 SV=1	1211	Geotrypetes seraphini	nephrocystin-3 isoform X2
15667					A0A8C3PCP0	81.8	1104	0.0	TrEMBL	NPHP3	A0A8C3PCP0_CHRPI	tr|A0A8C3PCP0|A0A8C3PCP0_CHRPI Nephrocystin 3 OS=Chrysemys picta bellii OX=8478 GN=NPHP3 PE=4 SV=1	1317	Chrysemys picta bellii	Nephrocystin 3
15668					A0A8J1KVS8	81.3	1095	0.0	TrEMBL	nphp3.L	A0A8J1KVS8_XENLA	tr|A0A8J1KVS8|A0A8J1KVS8_XENLA nephrocystin-3 isoform X1 OS=Xenopus laevis OX=8355 GN=nphp3.L PE=4 SV=1	1300	Xenopus laevis	nephrocystin-3 isoform X1
15669					A0A4D9EUF4	81.6	1104	0.0	TrEMBL	DR999_PMT04859	A0A4D9EUF4_9SAUR	tr|A0A4D9EUF4|A0A4D9EUF4_9SAUR Nephrocystin-3 OS=Platysternon megacephalum OX=55544 GN=DR999_PMT04859 PE=4 SV=1	1317	Platysternon megacephalum	Nephrocystin-3
15670					A0A8C3SBR9	81.1	1115	0.0	TrEMBL		A0A8C3SBR9_CHESE	tr|A0A8C3SBR9|A0A8C3SBR9_CHESE NACHT domain-containing protein OS=Chelydra serpentina OX=8475 PE=4 SV=1	1327	Chelydra serpentina	NACHT domain-containing protein
15671					A0A8C4VUM5	81.4	1105	0.0	TrEMBL	NPHP3	A0A8C4VUM5_9SAUR	tr|A0A8C4VUM5|A0A8C4VUM5_9SAUR Nephrocystin 3 OS=Gopherus evgoodei OX=1825980 GN=NPHP3 PE=4 SV=1	1281	Gopherus evgoodei	Nephrocystin 3
15672					F7EFM8	81.0	1095	0.0	TrEMBL	cfap20dc	F7EFM8_XENTR	tr|F7EFM8|F7EFM8_XENTR Nephrocystin-3 OS=Xenopus tropicalis OX=8364 GN=cfap20dc PE=4 SV=4	1300	Xenopus tropicalis	Nephrocystin-3
15673					A0A6J3CDT3	81.0	1105	0.0	TrEMBL	NPHP3	A0A6J3CDT3_AYTFU	tr|A0A6J3CDT3|A0A6J3CDT3_AYTFU nephrocystin-3 OS=Aythya fuligula OX=219594 GN=NPHP3 PE=4 SV=1	1315	Aythya fuligula	nephrocystin-3
15674					A0A8C8S087	80.9	1105	0.0	TrEMBL		A0A8C8S087_9SAUR	tr|A0A8C8S087|A0A8C8S087_9SAUR NACHT domain-containing protein OS=Pelusios castaneus OX=367368 PE=4 SV=1	1275	Pelusios castaneus	NACHT domain-containing protein
15675					A0A8C8S3A0	80.9	1105	0.0	TrEMBL		A0A8C8S3A0_9SAUR	tr|A0A8C8S3A0|A0A8C8S3A0_9SAUR NACHT domain-containing protein OS=Pelusios castaneus OX=367368 PE=4 SV=1	1317	Pelusios castaneus	NACHT domain-containing protein
15676					A0A8B9US48	80.9	1105	0.0	TrEMBL		A0A8B9US48_9AVES	tr|A0A8B9US48|A0A8B9US48_9AVES NACHT domain-containing protein OS=Anas zonorhyncha OX=75864 PE=4 SV=1	1315	Anas zonorhyncha	NACHT domain-containing protein
15677					A0A8B9SQT3	80.9	1105	0.0	TrEMBL		A0A8B9SQT3_ANAPL	tr|A0A8B9SQT3|A0A8B9SQT3_ANAPL NACHT domain-containing protein OS=Anas platyrhynchos OX=8839 PE=4 SV=1	1315	Anas platyrhynchos	NACHT domain-containing protein
15678					A0A663DZH6	80.7	1105	0.0	TrEMBL	NPHP3	A0A663DZH6_AQUCH	tr|A0A663DZH6|A0A663DZH6_AQUCH Nephrocystin 3 OS=Aquila chrysaetos chrysaetos OX=223781 GN=NPHP3 PE=4 SV=1	1317	Aquila chrysaetos chrysaetos	Nephrocystin 3
15679					A0A8V0Z9P8	80.8	1105	0.0	TrEMBL	NPHP3	A0A8V0Z9P8_CHICK	tr|A0A8V0Z9P8|A0A8V0Z9P8_CHICK Nephrocystin 3 OS=Gallus gallus OX=9031 GN=NPHP3 PE=4 SV=1	1315	Gallus gallus	Nephrocystin 3
15680					A0A8T2JC77	80.6	1095	0.0	TrEMBL	GDO86_011591	A0A8T2JC77_9PIPI	tr|A0A8T2JC77|A0A8T2JC77_9PIPI TPR_REGION domain-containing protein OS=Hymenochirus boettgeri OX=247094 GN=GDO86_011591 PE=4 SV=1	1300	Hymenochirus boettgeri	TPR_REGION domain-containing protein
15681					A0A8B9BU80	81.0	1105	0.0	TrEMBL	NPHP3	A0A8B9BU80_9AVES	tr|A0A8B9BU80|A0A8B9BU80_9AVES Nephrocystin 3 OS=Anser brachyrhynchus OX=132585 GN=NPHP3 PE=4 SV=1	1315	Anser brachyrhynchus	Nephrocystin 3
15682					A0A8B9IIG5	81.0	1105	0.0	TrEMBL		A0A8B9IIG5_ANSCY	tr|A0A8B9IIG5|A0A8B9IIG5_ANSCY NACHT domain-containing protein OS=Anser cygnoid OX=8845 PE=4 SV=1	1315	Anser cygnoid	NACHT domain-containing protein
15683					A0A8C0HJ66	81.4	1104	0.0	TrEMBL	NPHP3	A0A8C0HJ66_CHEAB	tr|A0A8C0HJ66|A0A8C0HJ66_CHEAB Nephrocystin 3 OS=Chelonoidis abingdonii OX=106734 GN=NPHP3 PE=4 SV=1	1317	Chelonoidis abingdonii	Nephrocystin 3
15684					A0A8C3BC36	80.9	1105	0.0	TrEMBL		A0A8C3BC36_CAIMO	tr|A0A8C3BC36|A0A8C3BC36_CAIMO NACHT domain-containing protein OS=Cairina moschata domestica OX=1240228 PE=4 SV=1	1315	Cairina moschata domestica	NACHT domain-containing protein
15685					A0A8B9NPW0	80.7	1104	0.0	TrEMBL		A0A8B9NPW0_9AVES	tr|A0A8B9NPW0|A0A8B9NPW0_9AVES NACHT domain-containing protein OS=Accipiter nisus OX=211598 PE=4 SV=1	1285	Accipiter nisus	NACHT domain-containing protein
15686					A0A452HPK2	81.3	1104	0.0	TrEMBL		A0A452HPK2_9SAUR	tr|A0A452HPK2|A0A452HPK2_9SAUR NACHT domain-containing protein OS=Gopherus agassizii OX=38772 PE=4 SV=1	1317	Gopherus agassizii	NACHT domain-containing protein
15687					A0A8C7C183	80.1	1121	0.0	TrEMBL	NPHP3	A0A8C7C183_NEOVI	tr|A0A8C7C183|A0A8C7C183_NEOVI Nephrocystin 3 OS=Neovison vison OX=452646 GN=NPHP3 PE=4 SV=1	1329	Neovison vison	Nephrocystin 3
15688					A0A8B9GJN6	80.7	1105	0.0	TrEMBL		A0A8B9GJN6_9PSIT	tr|A0A8B9GJN6|A0A8B9GJN6_9PSIT NACHT domain-containing protein OS=Amazona collaria OX=241587 PE=4 SV=1	1315	Amazona collaria	NACHT domain-containing protein
15689					Q6AZT7	81.3	1095	0.0	Swiss-Prot	nphp3	NPHP3_XENLA	sp|Q6AZT7|NPHP3_XENLA Nephrocystin-3 OS=Xenopus laevis OX=8355 GN=nphp3 PE=2 SV=1	1300	Xenopus laevis	Nephrocystin-3
15690					A0JM23	80.3	1106	0.0	Swiss-Prot	nphp3	NPHP3_XENTR	sp|A0JM23|NPHP3_XENTR Nephrocystin-3 OS=Xenopus tropicalis OX=8364 GN=nphp3 PE=2 SV=2	1311	Xenopus tropicalis	Nephrocystin-3
15691					Q7Z494	78.4	1120	0.0	Swiss-Prot	NPHP3	NPHP3_HUMAN	sp|Q7Z494|NPHP3_HUMAN Nephrocystin-3 OS=Homo sapiens OX=9606 GN=NPHP3 PE=1 SV=1	1330	Homo sapiens	Nephrocystin-3
15692					Q7TNH6	75.1	1116	0.0	Swiss-Prot	Nphp3	NPHP3_MOUSE	sp|Q7TNH6|NPHP3_MOUSE Nephrocystin-3 OS=Mus musculus OX=10090 GN=Nphp3 PE=1 SV=2	1325	Mus musculus	Nephrocystin-3
15693					P0CI65	69.5	1104	0.0	Swiss-Prot	nphp3	NPHP3_DANRE	sp|P0CI65|NPHP3_DANRE Nephrocystin-3 OS=Danio rerio OX=7955 GN=nphp3 PE=3 SV=1	1303	Danio rerio	Nephrocystin-3
15694					Q54KD0	22.6	482	1.09e-16	Swiss-Prot	DDB_G0287407	Y7407_DICDI	sp|Q54KD0|Y7407_DICDI TPR repeat-containing protein DDB_G0287407 OS=Dictyostelium discoideum OX=44689 GN=DDB_G0287407 PE=4 SV=1	1663	Dictyostelium discoideum	TPR repeat-containing protein DDB_G0287407
15695					Q692V3	24.0	512	7.57e-09	Swiss-Prot	Ttc41	TTC41_MOUSE	sp|Q692V3|TTC41_MOUSE Tetratricopeptide repeat protein 41 OS=Mus musculus OX=10090 GN=Ttc41 PE=1 SV=1	1318	Mus musculus	Tetratricopeptide repeat protein 41
15696					Q6P3V7	23.8	403	9.91e-09	Swiss-Prot	Ttc41	TTC41_RAT	sp|Q6P3V7|TTC41_RAT Tetratricopeptide repeat protein 41 OS=Rattus norvegicus OX=10116 GN=Ttc41 PE=2 SV=2	1309	Rattus norvegicus	Tetratricopeptide repeat protein 41
15697	Cluster-80718.56223_A1.NODE_43411_length_3706_cov_500.505359_g4932_i1	salamandra_salamandra_sud-nord_blastp	5.69977402491835	0.0001781488407071	KAJ1128597.1	84.0	163	1.79e-82	Nr			KAJ1128597.1 hypothetical protein NDU88_006974 [Pleurodeles waltl]	616	Pleurodeles waltl	hypothetical protein NDU88_006974
15698					K9KEZ5	57.6	165	1.1399999999999999e-54	TrEMBL		K9KEZ5_HORSE	tr|K9KEZ5|K9KEZ5_HORSE Clathrin interactor 1-like protein (Fragment) OS=Equus caballus OX=9796 PE=2 SV=1	166	Equus caballus	Clathrin interactor 1-like protein (Fragment)
15699					A0A7J7XA87	58.4	161	1.65e-53	TrEMBL	mPipKuh1_002946	A0A7J7XA87_PIPKU	tr|A0A7J7XA87|A0A7J7XA87_PIPKU Clathrin interactor 1 OS=Pipistrellus kuhlii OX=59472 GN=mPipKuh1_002946 PE=4 SV=1	162	Pipistrellus kuhlii	Clathrin interactor 1
15700					A0A7M4F3H0	62.1	161	2.08e-53	TrEMBL	CLINT1	A0A7M4F3H0_CROPO	tr|A0A7M4F3H0|A0A7M4F3H0_CROPO Clathrin interactor 1 OS=Crocodylus porosus OX=8502 GN=CLINT1 PE=4 SV=1	620	Crocodylus porosus	Clathrin interactor 1
15701					A0A7M4F3V0	62.1	161	3.01e-53	TrEMBL	CLINT1	A0A7M4F3V0_CROPO	tr|A0A7M4F3V0|A0A7M4F3V0_CROPO Clathrin interactor 1 OS=Crocodylus porosus OX=8502 GN=CLINT1 PE=4 SV=1	646	Crocodylus porosus	Clathrin interactor 1
15702					KAF6346316.1	58.4	161	4.2399999999999995e-53	Nr			KAF6346316.1 clathrin interactor 1 [Pipistrellus kuhlii]	162	Pipistrellus kuhlii	clathrin interactor 1
15703					A0A7L2I776	58.6	169	5.83e-53	TrEMBL	Clint1	A0A7L2I776_9PICI	tr|A0A7L2I776|A0A7L2I776_9PICI EPN4 protein (Fragment) OS=Semnornis frantzii OX=91796 GN=Clint1 PE=4 SV=1	421	Semnornis frantzii	EPN4 protein (Fragment)
15704					A0A8J4IQ92	58.6	169	5.97e-53	TrEMBL	CLINT1	A0A8J4IQ92_SPHME	tr|A0A8J4IQ92|A0A8J4IQ92_SPHME Clathrin interactor 1 (Fragment) OS=Spheniscus mendiculus OX=156760 GN=CLINT1 PE=4 SV=1	422	Spheniscus mendiculus	Clathrin interactor 1 (Fragment)
15705					XP_019390840.1	62.1	161	7.73e-53	Nr			XP_019390840.1 PREDICTED: clathrin interactor 1 isoform X2 [Crocodylus porosus]	646	Crocodylus porosus	PREDICTED: clathrin interactor 1 isoform X2
15706					XP_019390839.1	62.1	161	8.05e-53	Nr			XP_019390839.1 PREDICTED: clathrin interactor 1 isoform X1 [Crocodylus porosus]	649	Crocodylus porosus	PREDICTED: clathrin interactor 1 isoform X1
15707					A0A8C4J0X4	58.8	170	8.2e-53	TrEMBL	CLINT1	A0A8C4J0X4_DRONO	tr|A0A8C4J0X4|A0A8C4J0X4_DRONO Clathrin interactor 1 OS=Dromaius novaehollandiae OX=8790 GN=CLINT1 PE=4 SV=1	600	Dromaius novaehollandiae	Clathrin interactor 1
15708					A0A7L2W5V9	58.6	169	8.41e-53	TrEMBL	Clint1	A0A7L2W5V9_PANHA	tr|A0A7L2W5V9|A0A7L2W5V9_PANHA EPN4 protein (Fragment) OS=Pandion haliaetus OX=56262 GN=Clint1 PE=4 SV=1	422	Pandion haliaetus	EPN4 protein (Fragment)
15709					A0A7K7T755	59.9	167	9.8e-53	TrEMBL	Clint1	A0A7K7T755_9TYRA	tr|A0A7K7T755|A0A7K7T755_9TYRA EPN4 protein (Fragment) OS=Sapayoa aenigma OX=239371 GN=Clint1 PE=4 SV=1	477	Sapayoa aenigma	EPN4 protein (Fragment)
15710					A0A7J7X9B5	57.6	165	1e-52	TrEMBL	mPipKuh1_002946	A0A7J7X9B5_PIPKU	tr|A0A7J7X9B5|A0A7J7X9B5_PIPKU Clathrin interactor 1 OS=Pipistrellus kuhlii OX=59472 GN=mPipKuh1_002946 PE=4 SV=1	292	Pipistrellus kuhlii	Clathrin interactor 1
15711					A0A851AD16	58.6	169	1.1799999999999998e-52	TrEMBL	Clint1	A0A851AD16_SULDA	tr|A0A851AD16|A0A851AD16_SULDA EPN4 protein (Fragment) OS=Sula dactylatra OX=56068 GN=Clint1 PE=4 SV=1	422	Sula dactylatra	EPN4 protein (Fragment)
15712					A0A7K9AT21	58.8	170	1.44e-52	TrEMBL	Clint1	A0A7K9AT21_DRONO	tr|A0A7K9AT21|A0A7K9AT21_DRONO EPN4 protein (Fragment) OS=Dromaius novaehollandiae OX=8790 GN=Clint1 PE=4 SV=1	639	Dromaius novaehollandiae	EPN4 protein (Fragment)
15713					A0A7L3BS86	59.8	169	1.4899999999999999e-52	TrEMBL	Clint1	A0A7L3BS86_PELUR	tr|A0A7L3BS86|A0A7L3BS86_PELUR EPN4 protein (Fragment) OS=Pelecanoides urinatrix OX=37079 GN=Clint1 PE=4 SV=1	481	Pelecanoides urinatrix	EPN4 protein (Fragment)
15714					NXR06797.1	58.6	169	1.4999999999999998e-52	Nr			NXR06797.1 EPN4 protein [Semnornis frantzii]	421	Semnornis frantzii	EPN4 protein
15715					KAF1455087.1	58.6	169	1.5299999999999999e-52	Nr			KAF1455087.1 Clathrin interactor 1, partial [Spheniscus mendiculus]	422	Spheniscus mendiculus	Clathrin interactor 1, partial
15716					XP_043840922.1	58.8	165	1.59e-52	Nr			XP_043840922.1 clathrin interactor 1 isoform X2 [Dromiciops gliroides]	626	Dromiciops gliroides	clathrin interactor 1 isoform X2
15717					A0A091EFQ7	60.0	165	1.59e-52	TrEMBL	H920_04512	A0A091EFQ7_FUKDA	tr|A0A091EFQ7|A0A091EFQ7_FUKDA Clathrin interactor 1 OS=Fukomys damarensis OX=885580 GN=H920_04512 PE=4 SV=1	672	Fukomys damarensis	Clathrin interactor 1
15718					A0A8C4J6R3	58.8	170	1.71e-52	TrEMBL	CLINT1	A0A8C4J6R3_DRONO	tr|A0A8C4J6R3|A0A8C4J6R3_DRONO Clathrin interactor 1 OS=Dromaius novaehollandiae OX=8790 GN=CLINT1 PE=4 SV=1	652	Dromaius novaehollandiae	Clathrin interactor 1
15719					XP_043840920.1	58.8	165	2.0399999999999998e-52	Nr			XP_043840920.1 clathrin interactor 1 isoform X1 [Dromiciops gliroides]	644	Dromiciops gliroides	clathrin interactor 1 isoform X1
15720					XP_025974388.1	58.8	170	2.11e-52	Nr			XP_025974388.1 clathrin interactor 1 isoform X2 [Dromaius novaehollandiae]	600	Dromaius novaehollandiae	clathrin interactor 1 isoform X2
15721					XP_010620576.1	60.0	165	2.1499999999999998e-52	Nr			XP_010620576.1 clathrin interactor 1 isoform X2 [Fukomys damarensis]	624	Fukomys damarensis	clathrin interactor 1 isoform X2
15722					NXS65643.1	58.6	169	2.16e-52	Nr			NXS65643.1 EPN4 protein [Pandion haliaetus]	422	Pandion haliaetus	EPN4 protein
15723					Q14677	57.6	165	2.33e-52	Swiss-Prot	CLINT1	EPN4_HUMAN	sp|Q14677|EPN4_HUMAN Clathrin interactor 1 OS=Homo sapiens OX=9606 GN=CLINT1 PE=1 SV=1	625	Homo sapiens	Clathrin interactor 1
15724					F6VEV2	58.2	165	2.4799999999999998e-52	TrEMBL	CLINT1	F6VEV2_MONDO	tr|F6VEV2|F6VEV2_MONDO Clathrin interactor 1 OS=Monodelphis domestica OX=13616 GN=CLINT1 PE=4 SV=3	585	Monodelphis domestica	Clathrin interactor 1
15725					NXA12707.1	59.9	167	2.52e-52	Nr			NXA12707.1 EPN4 protein [Sapayoa aenigma]	477	Sapayoa aenigma	EPN4 protein
15726					KAF6346317.1	57.6	165	2.57e-52	Nr			KAF6346317.1 clathrin interactor 1 [Pipistrellus kuhlii]	292	Pipistrellus kuhlii	clathrin interactor 1
15727					XP_010620575.1	60.0	165	2.77e-52	Nr			XP_010620575.1 clathrin interactor 1 isoform X1 [Fukomys damarensis]	642	Fukomys damarensis	clathrin interactor 1 isoform X1
15728					A0A5F8G360	58.2	165	2.85e-52	TrEMBL	CLINT1	A0A5F8G360_MONDO	tr|A0A5F8G360|A0A5F8G360_MONDO Clathrin interactor 1 OS=Monodelphis domestica OX=13616 GN=CLINT1 PE=4 SV=1	594	Monodelphis domestica	Clathrin interactor 1
15729					NWI30851.1	58.6	169	3.04e-52	Nr			NWI30851.1 EPN4 protein [Sula dactylatra]	422	Sula dactylatra	EPN4 protein
15730					NXG30577.1	58.8	170	3.7e-52	Nr			NXG30577.1 EPN4 protein [Dromaius novaehollandiae]	639	Dromaius novaehollandiae	EPN4 protein
15731					NXT35382.1	59.8	169	3.8399999999999994e-52	Nr			NXT35382.1 EPN4 protein [Pelecanoides urinatrix]	481	Pelecanoides urinatrix	EPN4 protein
15732					A0A093NP93	59.2	169	3.91e-52	TrEMBL	AS28_10605	A0A093NP93_PYGAD	tr|A0A093NP93|A0A093NP93_PYGAD Clathrin interactor 1 (Fragment) OS=Pygoscelis adeliae OX=9238 GN=AS28_10605 PE=4 SV=1	639	Pygoscelis adeliae	Clathrin interactor 1 (Fragment)
15733					A0A851MR69	59.9	167	3.91e-52	TrEMBL	Clint1	A0A851MR69_9DEND	tr|A0A851MR69|A0A851MR69_9DEND EPN4 protein (Fragment) OS=Campylorhamphus procurvoides OX=190295 GN=Clint1 PE=4 SV=1	639	Campylorhamphus procurvoides	EPN4 protein (Fragment)
