	transcript	row	log2FoldChange	padj	protein_accession	sequence_identity	alignment_length	evalue	database	gene	locus_name	sequence_description	sequence_length	organism	protein_product
9048					L9KQY0	39.8	103	3.88e-20	TrEMBL	TREES_T100019337	L9KQY0_TUPCH	tr|L9KQY0|L9KQY0_TUPCH Latent-transforming growth factor beta-binding protein 3 OS=Tupaia chinensis OX=246437 GN=TREES_T100019337 PE=4 SV=1	1080	Tupaia chinensis	Latent-transforming growth factor beta-binding protein 3
9049					Q14766	43.6	172	7.51e-20	Swiss-Prot	LTBP1	LTBP1_HUMAN	sp|Q14766|LTBP1_HUMAN Latent-transforming growth factor beta-binding protein 1 OS=Homo sapiens OX=9606 GN=LTBP1 PE=1 SV=4	1721	Homo sapiens	Latent-transforming growth factor beta-binding protein 1
9050					ELW65113.1	39.8	103	9.96e-20	Nr			ELW65113.1 Latent-transforming growth factor beta-binding protein 3 [Tupaia chinensis]	1080	Tupaia chinensis	Latent-transforming growth factor beta-binding protein 3
9051					A0A8C3SGS8	40.3	134	2.52e-19	TrEMBL		A0A8C3SGS8_CHESE	tr|A0A8C3SGS8|A0A8C3SGS8_CHESE Latent transforming growth factor beta binding protein 3 OS=Chelydra serpentina OX=8475 PE=4 SV=1	1256	Chelydra serpentina	Latent transforming growth factor beta binding protein 3
9052					A0A8C3SLN1	40.3	134	2.52e-19	TrEMBL		A0A8C3SLN1_CHESE	tr|A0A8C3SLN1|A0A8C3SLN1_CHESE Latent transforming growth factor beta binding protein 3 OS=Chelydra serpentina OX=8475 PE=4 SV=1	1261	Chelydra serpentina	Latent transforming growth factor beta binding protein 3
9053					O08999	27.5	189	6.74e-17	Swiss-Prot	Ltbp2	LTBP2_MOUSE	sp|O08999|LTBP2_MOUSE Latent-transforming growth factor beta-binding protein 2 OS=Mus musculus OX=10090 GN=Ltbp2 PE=1 SV=2	1813	Mus musculus	Latent-transforming growth factor beta-binding protein 2
9054					O35806	27.1	188	1.25e-16	Swiss-Prot	Ltbp2	LTBP2_RAT	sp|O35806|LTBP2_RAT Latent-transforming growth factor beta-binding protein 2 OS=Rattus norvegicus OX=10116 GN=Ltbp2 PE=1 SV=1	1764	Rattus norvegicus	Latent-transforming growth factor beta-binding protein 2
9055					XP_024110619.1	49.5	103	1.28e-16	Nr			XP_024110619.1 latent-transforming growth factor beta-binding protein 3 isoform X4 [Pongo abelii]	1168	Pongo abelii	latent-transforming growth factor beta-binding protein 3 isoform X4
9056					XP_006150005.1	31.8	132	1.75e-16	Nr			XP_006150005.1 latent-transforming growth factor beta-binding protein 3 [Tupaia chinensis]	1176	Tupaia chinensis	latent-transforming growth factor beta-binding protein 3
9057					A0A7E6E3G7	49.5	101	2.36e-16	TrEMBL	LTBP3	A0A7E6E3G7_9CHIR	tr|A0A7E6E3G7|A0A7E6E3G7_9CHIR latent-transforming growth factor beta-binding protein 3 isoform X3 OS=Phyllostomus discolor OX=89673 GN=LTBP3 PE=4 SV=1	1251	Phyllostomus discolor	latent-transforming growth factor beta-binding protein 3 isoform X3
9058					A0A8C0J9K0	39.8	103	2.43e-16	TrEMBL		A0A8C0J9K0_CHEAB	tr|A0A8C0J9K0|A0A8C0J9K0_CHEAB Latent transforming growth factor beta binding protein 3 OS=Chelonoidis abingdonii OX=106734 PE=4 SV=1	244	Chelonoidis abingdonii	Latent transforming growth factor beta binding protein 3
9059					XP_035886106.1	49.5	101	6.07e-16	Nr			XP_035886106.1 latent-transforming growth factor beta-binding protein 3 isoform X3 [Phyllostomus discolor]	1251	Phyllostomus discolor	latent-transforming growth factor beta-binding protein 3 isoform X3
9060					Q14767	27.3	194	1.48e-15	Swiss-Prot	LTBP2	LTBP2_HUMAN	sp|Q14767|LTBP2_HUMAN Latent-transforming growth factor beta-binding protein 2 OS=Homo sapiens OX=9606 GN=LTBP2 PE=1 SV=3	1821	Homo sapiens	Latent-transforming growth factor beta-binding protein 2
9061					XP_051900892.1	50.5	103	2.86e-15	Nr			XP_051900892.1 latent-transforming growth factor beta-binding protein 3 isoform X6 [Pristis pectinata]	1114	Pristis pectinata	latent-transforming growth factor beta-binding protein 3 isoform X6
9062					XP_051900891.1	50.5	103	2.87e-15	Nr			XP_051900891.1 latent-transforming growth factor beta-binding protein 3 isoform X5 [Pristis pectinata]	1164	Pristis pectinata	latent-transforming growth factor beta-binding protein 3 isoform X5
9063					XP_051900890.1	50.5	103	2.87e-15	Nr			XP_051900890.1 latent-transforming growth factor beta-binding protein 3 isoform X4 [Pristis pectinata]	1197	Pristis pectinata	latent-transforming growth factor beta-binding protein 3 isoform X4
9064					XP_051900889.1	50.5	103	2.87e-15	Nr			XP_051900889.1 latent-transforming growth factor beta-binding protein 3 isoform X3 [Pristis pectinata]	1204	Pristis pectinata	latent-transforming growth factor beta-binding protein 3 isoform X3
9065					XP_051900888.1	50.5	103	2.87e-15	Nr			XP_051900888.1 latent-transforming growth factor beta-binding protein 3 isoform X2 [Pristis pectinata]	1204	Pristis pectinata	latent-transforming growth factor beta-binding protein 3 isoform X2
9066					XP_051900886.1	50.5	103	2.87e-15	Nr			XP_051900886.1 latent-transforming growth factor beta-binding protein 3 isoform X1 [Pristis pectinata]	1205	Pristis pectinata	latent-transforming growth factor beta-binding protein 3 isoform X1
9067					A0A8C0JB78	49.0	104	2.43e-14	TrEMBL		A0A8C0JB78_CHEAB	tr|A0A8C0JB78|A0A8C0JB78_CHEAB Latent transforming growth factor beta binding protein 3 OS=Chelonoidis abingdonii OX=106734 PE=4 SV=1	691	Chelonoidis abingdonii	Latent transforming growth factor beta binding protein 3
9068					XP_050813590.1	49.5	103	2.54e-14	Nr			XP_050813590.1 latent-transforming growth factor beta-binding protein 3 isoform X6 [Gopherus flavomarginatus]	1248	Gopherus flavomarginatus	latent-transforming growth factor beta-binding protein 3 isoform X6
9069					A0A2D4FM51	48.5	103	4.12e-14	TrEMBL		A0A2D4FM51_MICCO	tr|A0A2D4FM51|A0A2D4FM51_MICCO EGF-like domain-containing protein (Fragment) OS=Micrurus corallinus OX=54390 PE=4 SV=1	250	Micrurus corallinus	EGF-like domain-containing protein (Fragment)
9070					XP_032654218.1	49.0	104	6.47e-14	Nr			XP_032654218.1 LOW QUALITY PROTEIN: latent-transforming growth factor beta-binding protein 3 [Chelonoidis abingdonii]	1292	Chelonoidis abingdonii	LOW QUALITY PROTEIN: latent-transforming growth factor beta-binding protein 3
9071					Q61555	33.3	123	8.31e-14	Swiss-Prot	Fbn2	FBN2_MOUSE	sp|Q61555|FBN2_MOUSE Fibrillin-2 OS=Mus musculus OX=10090 GN=Fbn2 PE=1 SV=2	2907	Mus musculus	Fibrillin-2
9072					A0A8C8SDG9	49.5	103	8.33e-14	TrEMBL		A0A8C8SDG9_9SAUR	tr|A0A8C8SDG9|A0A8C8SDG9_9SAUR Latent transforming growth factor beta binding protein 3 OS=Pelusios castaneus OX=367368 PE=4 SV=1	280	Pelusios castaneus	Latent transforming growth factor beta binding protein 3
9073					XP_029449750.1	45.8	107	8.9e-14	Nr			XP_029449750.1 latent-transforming growth factor beta-binding protein 1 isoform X6 [Rhinatrema bivittatum]	1588	Rhinatrema bivittatum	latent-transforming growth factor beta-binding protein 1 isoform X6
9074					XP_029449749.1	45.8	107	8.9e-14	Nr			XP_029449749.1 latent-transforming growth factor beta-binding protein 1 isoform X5 [Rhinatrema bivittatum]	1602	Rhinatrema bivittatum	latent-transforming growth factor beta-binding protein 1 isoform X5
9075					XP_029449748.1	45.8	107	8.9e-14	Nr			XP_029449748.1 latent-transforming growth factor beta-binding protein 1 isoform X4 [Rhinatrema bivittatum]	1611	Rhinatrema bivittatum	latent-transforming growth factor beta-binding protein 1 isoform X4
9076					XP_029449746.1	45.8	107	8.9e-14	Nr			XP_029449746.1 latent-transforming growth factor beta-binding protein 1 isoform X3 [Rhinatrema bivittatum]	1616	Rhinatrema bivittatum	latent-transforming growth factor beta-binding protein 1 isoform X3
9077					XP_029449745.1	45.8	107	8.91e-14	Nr			XP_029449745.1 latent-transforming growth factor beta-binding protein 1 isoform X2 [Rhinatrema bivittatum]	1646	Rhinatrema bivittatum	latent-transforming growth factor beta-binding protein 1 isoform X2
9078					XP_029449744.1	45.8	107	8.91e-14	Nr			XP_029449744.1 latent-transforming growth factor beta-binding protein 1 isoform X1 [Rhinatrema bivittatum]	1658	Rhinatrema bivittatum	latent-transforming growth factor beta-binding protein 1 isoform X1
9079					P35556	35.2	108	1.54e-13	Swiss-Prot	FBN2	FBN2_HUMAN	sp|P35556|FBN2_HUMAN Fibrillin-2 OS=Homo sapiens OX=9606 GN=FBN2 PE=1 SV=3	2912	Homo sapiens	Fibrillin-2
9080					A0A8C5CZ95	47.6	103	2.2e-13	TrEMBL	ltbp3	A0A8C5CZ95_GADMO	tr|A0A8C5CZ95|A0A8C5CZ95_GADMO Latent transforming growth factor beta binding protein 3 OS=Gadus morhua OX=8049 GN=ltbp3 PE=4 SV=1	971	Gadus morhua	Latent transforming growth factor beta binding protein 3
9081					XP_032871265.1	36.9	103	2.21e-13	Nr			XP_032871265.1 latent-transforming growth factor beta-binding protein 3 [Amblyraja radiata]	898	Amblyraja radiata	latent-transforming growth factor beta-binding protein 3
9082					XP_048714220.1	49.5	103	2.24e-13	Nr			XP_048714220.1 latent-transforming growth factor beta-binding protein 3 isoform X6 [Caretta caretta]	1247	Caretta caretta	latent-transforming growth factor beta-binding protein 3 isoform X6
9083					XP_043375012.1	49.5	103	2.24e-13	Nr			XP_043375012.1 latent-transforming growth factor beta-binding protein 3 isoform X3 [Dermochelys coriacea]	1247	Dermochelys coriacea	latent-transforming growth factor beta-binding protein 3 isoform X3
9084					XP_038948574.1	39.5	76	2.24e-13	Nr			XP_038948574.1 latent-transforming growth factor beta-binding protein 3 isoform X4 [Rattus norvegicus]	1272	Rattus norvegicus	latent-transforming growth factor beta-binding protein 3 isoform X4
9085					XP_048714218.1	49.5	103	2.24e-13	Nr			XP_048714218.1 latent-transforming growth factor beta-binding protein 3 isoform X4 [Caretta caretta]	1272	Caretta caretta	latent-transforming growth factor beta-binding protein 3 isoform X4
9086					XP_038948570.1	39.5	76	2.25e-13	Nr			XP_038948570.1 latent-transforming growth factor beta-binding protein 3 isoform X1 [Rattus norvegicus]	1317	Rattus norvegicus	latent-transforming growth factor beta-binding protein 3 isoform X1
9087					Q75N90	36.4	118	2.85e-13	Swiss-Prot	FBN3	FBN3_HUMAN	sp|Q75N90|FBN3_HUMAN Fibrillin-3 OS=Homo sapiens OX=9606 GN=FBN3 PE=2 SV=3	2809	Homo sapiens	Fibrillin-3
9088					A0A6P8QZ78	45.8	107	3.06e-13	TrEMBL	LTBP1	A0A6P8QZ78_GEOSA	tr|A0A6P8QZ78|A0A6P8QZ78_GEOSA latent-transforming growth factor beta-binding protein 1 isoform X6 OS=Geotrypetes seraphini OX=260995 GN=LTBP1 PE=4 SV=1	1549	Geotrypetes seraphini	latent-transforming growth factor beta-binding protein 1 isoform X6
9089					A0A6P8Q9E3	45.8	107	3.06e-13	TrEMBL	LTBP1	A0A6P8Q9E3_GEOSA	tr|A0A6P8Q9E3|A0A6P8Q9E3_GEOSA latent-transforming growth factor beta-binding protein 1 isoform X7 OS=Geotrypetes seraphini OX=260995 GN=LTBP1 PE=4 SV=1	1549	Geotrypetes seraphini	latent-transforming growth factor beta-binding protein 1 isoform X7
9090					A0A6P8PY63	45.8	107	3.06e-13	TrEMBL	LTBP1	A0A6P8PY63_GEOSA	tr|A0A6P8PY63|A0A6P8PY63_GEOSA latent-transforming growth factor beta-binding protein 1 isoform X5 OS=Geotrypetes seraphini OX=260995 GN=LTBP1 PE=4 SV=1	1590	Geotrypetes seraphini	latent-transforming growth factor beta-binding protein 1 isoform X5
9091					A0A6P8QB49	45.8	107	3.06e-13	TrEMBL	LTBP1	A0A6P8QB49_GEOSA	tr|A0A6P8QB49|A0A6P8QB49_GEOSA latent-transforming growth factor beta-binding protein 1 isoform X4 OS=Geotrypetes seraphini OX=260995 GN=LTBP1 PE=4 SV=1	1617	Geotrypetes seraphini	latent-transforming growth factor beta-binding protein 1 isoform X4
9092					A0A6P8Q9E1	45.8	107	3.06e-13	TrEMBL	LTBP1	A0A6P8Q9E1_GEOSA	tr|A0A6P8Q9E1|A0A6P8Q9E1_GEOSA latent-transforming growth factor beta-binding protein 1 isoform X3 OS=Geotrypetes seraphini OX=260995 GN=LTBP1 PE=4 SV=1	1618	Geotrypetes seraphini	latent-transforming growth factor beta-binding protein 1 isoform X3
9093					A0A6P8QZ73	45.8	107	3.06e-13	TrEMBL	LTBP1	A0A6P8QZ73_GEOSA	tr|A0A6P8QZ73|A0A6P8QZ73_GEOSA latent-transforming growth factor beta-binding protein 1 isoform X2 OS=Geotrypetes seraphini OX=260995 GN=LTBP1 PE=4 SV=1	1629	Geotrypetes seraphini	latent-transforming growth factor beta-binding protein 1 isoform X2
9094					A0A6P8PY58	45.8	107	3.06e-13	TrEMBL	LTBP1	A0A6P8PY58_GEOSA	tr|A0A6P8PY58|A0A6P8PY58_GEOSA latent-transforming growth factor beta-binding protein 1 isoform X1 OS=Geotrypetes seraphini OX=260995 GN=LTBP1 PE=4 SV=1	1630	Geotrypetes seraphini	latent-transforming growth factor beta-binding protein 1 isoform X1
9095					Q14766	41.1	107	5.38e-13	Swiss-Prot	LTBP1	LTBP1_HUMAN	sp|Q14766|LTBP1_HUMAN Latent-transforming growth factor beta-binding protein 1 OS=Homo sapiens OX=9606 GN=LTBP1 PE=1 SV=4	1721	Homo sapiens	Latent-transforming growth factor beta-binding protein 1
9096					A0A8C0JC11	37.9	103	5.62e-13	TrEMBL		A0A8C0JC11_CHEAB	tr|A0A8C0JC11|A0A8C0JC11_CHEAB Latent transforming growth factor beta binding protein 3 OS=Chelonoidis abingdonii OX=106734 PE=4 SV=1	1101	Chelonoidis abingdonii	Latent transforming growth factor beta binding protein 3
9097					A0A6P8RXB8	48.5	101	7.71e-13	TrEMBL	LTBP3	A0A6P8RXB8_GEOSA	tr|A0A6P8RXB8|A0A6P8RXB8_GEOSA latent-transforming growth factor beta-binding protein 3 isoform X3 OS=Geotrypetes seraphini OX=260995 GN=LTBP3 PE=4 SV=1	1235	Geotrypetes seraphini	latent-transforming growth factor beta-binding protein 3 isoform X3
9098					A0A5F9DQH9	43.9	107	7.74e-13	TrEMBL	LTBP1	A0A5F9DQH9_RABIT	tr|A0A5F9DQH9|A0A5F9DQH9_RABIT Latent transforming growth factor beta binding protein 1 OS=Oryctolagus cuniculus OX=9986 GN=LTBP1 PE=4 SV=1	1351	Oryctolagus cuniculus	Latent transforming growth factor beta binding protein 1
9099					G1SXJ3	43.9	107	7.8e-13	TrEMBL	LTBP1	G1SXJ3_RABIT	tr|G1SXJ3|G1SXJ3_RABIT Latent transforming growth factor beta binding protein 1 OS=Oryctolagus cuniculus OX=9986 GN=LTBP1 PE=4 SV=3	1705	Oryctolagus cuniculus	Latent transforming growth factor beta binding protein 1
9100					A0A8C9VQ18	36.7	109	1.05e-12	TrEMBL	LTBP3	A0A8C9VQ18_SCLFO	tr|A0A8C9VQ18|A0A8C9VQ18_SCLFO Latent-transforming growth factor beta-binding protein 3-like OS=Scleropages formosus OX=113540 GN=LTBP3 PE=4 SV=1	1145	Scleropages formosus	Latent-transforming growth factor beta-binding protein 3-like
9101					A0A8C3PD63	47.1	104	1.05e-12	TrEMBL	LTBP3	A0A8C3PD63_CHRPI	tr|A0A8C3PD63|A0A8C3PD63_CHRPI Latent transforming growth factor beta binding protein 3 OS=Chrysemys picta bellii OX=8478 GN=LTBP3 PE=4 SV=1	1249	Chrysemys picta bellii	Latent transforming growth factor beta binding protein 3
9102					A0A8C4WNC0	47.6	103	1.31e-12	TrEMBL		A0A8C4WNC0_9SAUR	tr|A0A8C4WNC0|A0A8C4WNC0_9SAUR Latent transforming growth factor beta binding protein 3 OS=Gopherus evgoodei OX=1825980 PE=4 SV=1	260	Gopherus evgoodei	Latent transforming growth factor beta binding protein 3
9103					A0A8D1DQJ3	47.6	103	1.8e-12	TrEMBL		A0A8D1DQJ3_PIG	tr|A0A8D1DQJ3|A0A8D1DQJ3_PIG LTBP3 OS=Sus scrofa OX=9823 PE=4 SV=1	259	Sus scrofa	LTBP3
9104					Q28019	35.6	101	2.41e-12	Swiss-Prot	LTBP2	LTBP2_BOVIN	sp|Q28019|LTBP2_BOVIN Latent-transforming growth factor beta-binding protein 2 OS=Bos taurus OX=9913 GN=LTBP2 PE=1 SV=2	1842	Bos taurus	Latent-transforming growth factor beta-binding protein 2
9105					Q61810	44.7	103	2.53e-12	Swiss-Prot	Ltbp3	LTBP3_MOUSE	sp|Q61810|LTBP3_MOUSE Latent-transforming growth factor beta-binding protein 3 OS=Mus musculus OX=10090 GN=Ltbp3 PE=1 SV=4	1253	Mus musculus	Latent-transforming growth factor beta-binding protein 3
9106					H3C340	44.7	103	2.67e-12	TrEMBL	LTBP3	H3C340_TETNG	tr|H3C340|H3C340_TETNG Latent transforming growth factor beta binding protein 3 OS=Tetraodon nigroviridis OX=99883 GN=LTBP3 PE=4 SV=1	1116	Tetraodon nigroviridis	Latent transforming growth factor beta binding protein 3
9107					Q8CG19	41.1	107	4.76e-12	Swiss-Prot	Ltbp1	LTBP1_MOUSE	sp|Q8CG19|LTBP1_MOUSE Latent-transforming growth factor beta-binding protein 1 OS=Mus musculus OX=10090 GN=Ltbp1 PE=1 SV=2	1712	Mus musculus	Latent-transforming growth factor beta-binding protein 1
9108					Q00918	41.1	107	4.76e-12	Swiss-Prot	Ltbp1	LTBP1_RAT	sp|Q00918|LTBP1_RAT Latent-transforming growth factor beta-binding protein 1 OS=Rattus norvegicus OX=10116 GN=Ltbp1 PE=1 SV=1	1712	Rattus norvegicus	Latent-transforming growth factor beta-binding protein 1
9109					Q9TV36	31.0	116	1.15e-11	Swiss-Prot	FBN1	FBN1_PIG	sp|Q9TV36|FBN1_PIG Fibrillin-1 OS=Sus scrofa OX=9823 GN=FBN1 PE=2 SV=1	2871	Sus scrofa	Fibrillin-1
9110					P98133	31.0	116	2.12e-11	Swiss-Prot	FBN1	FBN1_BOVIN	sp|P98133|FBN1_BOVIN Fibrillin-1 OS=Bos taurus OX=9913 GN=FBN1 PE=1 SV=2	2871	Bos taurus	Fibrillin-1
9111					Q8N2S1	33.0	112	7.07e-11	Swiss-Prot	LTBP4	LTBP4_HUMAN	sp|Q8N2S1|LTBP4_HUMAN Latent-transforming growth factor beta-binding protein 4 OS=Homo sapiens OX=9606 GN=LTBP4 PE=1 SV=2	1624	Homo sapiens	Latent-transforming growth factor beta-binding protein 4
9112					Q8K4G1	33.0	112	9.62e-11	Swiss-Prot	Ltbp4	LTBP4_MOUSE	sp|Q8K4G1|LTBP4_MOUSE Latent-transforming growth factor beta-binding protein 4 OS=Mus musculus OX=10090 GN=Ltbp4 PE=1 SV=2	1666	Mus musculus	Latent-transforming growth factor beta-binding protein 4
9113					P35555	30.2	116	1.82e-10	Swiss-Prot	FBN1	FBN1_HUMAN	sp|P35555|FBN1_HUMAN Fibrillin-1 OS=Homo sapiens OX=9606 GN=FBN1 PE=1 SV=4	2871	Homo sapiens	Fibrillin-1
9114					Q61554	30.2	116	2.48e-10	Swiss-Prot	Fbn1	FBN1_MOUSE	sp|Q61554|FBN1_MOUSE Fibrillin-1 OS=Mus musculus OX=10090 GN=Fbn1 PE=1 SV=2	2873	Mus musculus	Fibrillin-1
9115					A0A1U9VX91	30.0	130	8.96e-10	Swiss-Prot		GLTX_GLYTI	sp|A0A1U9VX91|GLTX_GLYTI Glycerotoxin paralog 1 (Fragment) OS=Glycera tridactyla OX=104710 PE=1 SV=2	1207	Glycera tridactyla	Glycerotoxin paralog 1 (Fragment)
9116					Q9NS15	32.2	149	2.11e-08	Swiss-Prot	LTBP3	LTBP3_HUMAN	sp|Q9NS15|LTBP3_HUMAN Latent-transforming growth factor beta-binding protein 3 OS=Homo sapiens OX=9606 GN=LTBP3 PE=1 SV=4	1303	Homo sapiens	Latent-transforming growth factor beta-binding protein 3
9117					P07204	28.3	187	2.3e-08	Swiss-Prot	THBD	TRBM_HUMAN	sp|P07204|TRBM_HUMAN Thrombomodulin OS=Homo sapiens OX=9606 GN=THBD PE=1 SV=2	575	Homo sapiens	Thrombomodulin
9118					Q71U07	28.3	187	2.3e-08	Swiss-Prot	THBD	TRBM_SAISC	sp|Q71U07|TRBM_SAISC Thrombomodulin OS=Saimiri sciureus OX=9521 GN=THBD PE=3 SV=1	575	Saimiri sciureus	Thrombomodulin
9119					Q1L8P7	31.2	173	3.44e-07	Swiss-Prot	thbs3b	TSP3B_DANRE	sp|Q1L8P7|TSP3B_DANRE Thrombospondin-3b OS=Danio rerio OX=7955 GN=thbs3b PE=3 SV=1	929	Danio rerio	Thrombospondin-3b
9120					Q9JI18	32.9	73	4.3e-07	Swiss-Prot	Lrp1b	LRP1B_MOUSE	sp|Q9JI18|LRP1B_MOUSE Low-density lipoprotein receptor-related protein 1B OS=Mus musculus OX=10090 GN=Lrp1b PE=1 SV=1	4599	Mus musculus	Low-density lipoprotein receptor-related protein 1B
9121					A2AJ76	32.1	131	4.32e-07	Swiss-Prot	Hmcn2	HMCN2_MOUSE	sp|A2AJ76|HMCN2_MOUSE Hemicentin-2 OS=Mus musculus OX=10090 GN=Hmcn2 PE=1 SV=1	5100	Mus musculus	Hemicentin-2
9122					P06579	27.9	165	7.09e-07	Swiss-Prot	THBD	TRBM_BOVIN	sp|P06579|TRBM_BOVIN Thrombomodulin (Fragment) OS=Bos taurus OX=9913 GN=THBD PE=2 SV=1	356	Bos taurus	Thrombomodulin (Fragment)
9123					Q91X17	43.1	51	4.53e-05	Swiss-Prot	Umod	UROM_MOUSE	sp|Q91X17|UROM_MOUSE Uromodulin OS=Mus musculus OX=10090 GN=Umod PE=1 SV=1	642	Mus musculus	Uromodulin
9124					A2ARV4	39.3	56	0.000235	Swiss-Prot	Lrp2	LRP2_MOUSE	sp|A2ARV4|LRP2_MOUSE Low-density lipoprotein receptor-related protein 2 OS=Mus musculus OX=10090 GN=Lrp2 PE=1 SV=1	4660	Mus musculus	Low-density lipoprotein receptor-related protein 2
9125					P01133	33.3	60	0.000407	Swiss-Prot	EGF	EGF_HUMAN	sp|P01133|EGF_HUMAN Pro-epidermal growth factor OS=Homo sapiens OX=9606 GN=EGF PE=1 SV=2	1207	Homo sapiens	Pro-epidermal growth factor
9126					O35806	41.1	107	0.000453	Swiss-Prot	Ltbp2	LTBP2_RAT	sp|O35806|LTBP2_RAT Latent-transforming growth factor beta-binding protein 2 OS=Rattus norvegicus OX=10116 GN=Ltbp2 PE=1 SV=1	1764	Rattus norvegicus	Latent-transforming growth factor beta-binding protein 2
9127					P98163	41.3	46	0.000568	Swiss-Prot	yl	YL_DROME	sp|P98163|YL_DROME Putative vitellogenin receptor OS=Drosophila melanogaster OX=7227 GN=yl PE=1 SV=2	1984	Drosophila melanogaster	Putative vitellogenin receptor
9128					P98158	40.9	44	0.000583	Swiss-Prot	Lrp2	LRP2_RAT	sp|P98158|LRP2_RAT Low-density lipoprotein receptor-related protein 2 OS=Rattus norvegicus OX=10116 GN=Lrp2 PE=1 SV=1	4660	Rattus norvegicus	Low-density lipoprotein receptor-related protein 2
9129					Q5EA62	36.4	66	0.00065	Swiss-Prot	FBLN5	FBLN5_BOVIN	sp|Q5EA62|FBLN5_BOVIN Fibulin-5 OS=Bos taurus OX=9913 GN=FBLN5 PE=2 SV=1	448	Bos taurus	Fibulin-5
9130					Q9UBX5	36.4	66	0.00065	Swiss-Prot	FBLN5	FBLN5_HUMAN	sp|Q9UBX5|FBLN5_HUMAN Fibulin-5 OS=Homo sapiens OX=9606 GN=FBLN5 PE=1 SV=1	448	Homo sapiens	Fibulin-5
9131	Cluster-80718.52856_A0.TRINITY_DN2329_c0_g1_i14	salamandra_salamandra_fast-slow_blastx	-5.58181631759558	0.0001796298093059	KAJ1167346.1	77.6	58	4.59e-18	Nr			KAJ1167346.1 hypothetical protein NDU88_007738 [Pleurodeles waltl]	282	Pleurodeles waltl	hypothetical protein NDU88_007738
9132					KAJ1167343.1	51.3	191	2.6e-17	Nr			KAJ1167343.1 hypothetical protein NDU88_007735 [Pleurodeles waltl]	364	Pleurodeles waltl	hypothetical protein NDU88_007735
