	transcript	row	log2FoldChange	padj	protein_accession	sequence_identity	alignment_length	evalue	database	gene	locus_name	sequence_description	sequence_length	organism	protein_product
10146					A0A2G8JQS3	38.6	254	5.059999999999999e-42	TrEMBL	BSL78_25033	A0A2G8JQS3_STIJA	tr|A0A2G8JQS3|A0A2G8JQS3_STIJA Reverse transcriptase domain-containing protein OS=Stichopus japonicus OX=307972 GN=BSL78_25033 PE=4 SV=1	598	Stichopus japonicus	Reverse transcriptase domain-containing protein
10147					A0A6P9CZS6	36.2	271	1.18e-41	TrEMBL	TMEM128	A0A6P9CZS6_PANGU	tr|A0A6P9CZS6|A0A6P9CZS6_PANGU ribonuclease H OS=Pantherophis guttatus OX=94885 GN=TMEM128 PE=3 SV=1	369	Pantherophis guttatus	ribonuclease H
10148					A0A8J1KLR0	39.9	243	2.82e-41	TrEMBL	LOC121393288	A0A8J1KLR0_XENLA	tr|A0A8J1KLR0|A0A8J1KLR0_XENLA ribonuclease H OS=Xenopus laevis OX=8355 GN=LOC121393288 PE=3 SV=1	718	Xenopus laevis	ribonuclease H
10149					A0A6I9X478	36.4	269	3.55e-41	TrEMBL	LOC106538964	A0A6I9X478_9SAUR	tr|A0A6I9X478|A0A6I9X478_9SAUR ubiquitin carboxyl-terminal hydrolase 7-like OS=Thamnophis sirtalis OX=35019 GN=LOC106538964 PE=3 SV=1	1509	Thamnophis sirtalis	ubiquitin carboxyl-terminal hydrolase 7-like
10150					A0A2G8KTZ3	35.1	271	2.67e-40	TrEMBL	BSL78_11617	A0A2G8KTZ3_STIJA	tr|A0A2G8KTZ3|A0A2G8KTZ3_STIJA Reverse transcriptase domain-containing protein OS=Stichopus japonicus OX=307972 GN=BSL78_11617 PE=4 SV=1	936	Stichopus japonicus	Reverse transcriptase domain-containing protein
10151					A0A803JVJ8	35.6	270	7.26e-40	TrEMBL		A0A803JVJ8_XENTR	tr|A0A803JVJ8|A0A803JVJ8_XENTR ribonuclease H OS=Xenopus tropicalis OX=8364 PE=3 SV=1	805	Xenopus tropicalis	ribonuclease H
10152					A0A8T1TGG7	34.2	272	9.409999999999999e-40	TrEMBL	G0U57_018701	A0A8T1TGG7_CHESE	tr|A0A8T1TGG7|A0A8T1TGG7_CHESE ribonuclease H (Fragment) OS=Chelydra serpentina OX=8475 GN=G0U57_018701 PE=3 SV=1	455	Chelydra serpentina	ribonuclease H (Fragment)
10153					A0A8T1TFL3	34.2	272	1.43e-39	TrEMBL	G0U57_000749	A0A8T1TFL3_CHESE	tr|A0A8T1TFL3|A0A8T1TFL3_CHESE ribonuclease H OS=Chelydra serpentina OX=8475 GN=G0U57_000749 PE=3 SV=1	684	Chelydra serpentina	ribonuclease H
10154					A0A6P9D0P1	35.8	271	3.44e-39	TrEMBL	LOC117675085	A0A6P9D0P1_PANGU	tr|A0A6P9D0P1|A0A6P9D0P1_PANGU ribonuclease H OS=Pantherophis guttatus OX=94885 GN=LOC117675085 PE=3 SV=1	1211	Pantherophis guttatus	ribonuclease H
10155					A0A2D4LBJ6	34.8	276	4.54e-39	TrEMBL		A0A2D4LBJ6_9SAUR	tr|A0A2D4LBJ6|A0A2D4LBJ6_9SAUR ribonuclease H OS=Micrurus spixii OX=129469 PE=3 SV=1	303	Micrurus spixii	ribonuclease H
10156					XP_044151545.1	60.2	123	3.83e-38	Nr			XP_044151545.1 nuclear pore complex protein Nup155 [Bufo gargarizans]	1594	Bufo gargarizans	nuclear pore complex protein Nup155
10157					A0A8J1M3F4	55.7	122	6.0699999999999995e-34	TrEMBL	LOC121399363	A0A8J1M3F4_XENLA	tr|A0A8J1M3F4|A0A8J1M3F4_XENLA uncharacterized protein LOC121399363 OS=Xenopus laevis OX=8355 GN=LOC121399363 PE=4 SV=1	682	Xenopus laevis	uncharacterized protein LOC121399363
10158					XP_041435826.1	55.7	122	1.56e-33	Nr			XP_041435826.1 uncharacterized protein LOC121399363 [Xenopus laevis]	682	Xenopus laevis	uncharacterized protein LOC121399363
10159					XP_040270849.1	55.6	126	1.6100000000000002e-33	Nr			XP_040270849.1 uncharacterized protein LOC120986377 [Bufo bufo]	328	Bufo bufo	uncharacterized protein LOC120986377
10160					XP_044130116.1	55.0	129	1.75e-33	Nr			XP_044130116.1 solute carrier family 35 member F5 [Bufo gargarizans]	1106	Bufo gargarizans	solute carrier family 35 member F5
10161					A0A8J1LAE2	38.7	204	4.2800000000000003e-33	TrEMBL	MGC115313	A0A8J1LAE2_XENLA	tr|A0A8J1LAE2|A0A8J1LAE2_XENLA uncharacterized protein LOC734383 isoform X1 OS=Xenopus laevis OX=8355 GN=MGC115313 PE=4 SV=1	393	Xenopus laevis	uncharacterized protein LOC734383 isoform X1
10162					XP_041426492.1	38.7	204	1.1e-32	Nr			XP_041426492.1 uncharacterized protein LOC734383 isoform X1 [Xenopus laevis]	393	Xenopus laevis	uncharacterized protein LOC734383 isoform X1
10163					A0A8J1KMD2	52.5	122	3.7499999999999996e-30	TrEMBL	LOC121393601	A0A8J1KMD2_XENLA	tr|A0A8J1KMD2|A0A8J1KMD2_XENLA ribonuclease H OS=Xenopus laevis OX=8355 GN=LOC121393601 PE=3 SV=1	1091	Xenopus laevis	ribonuclease H
10164					A0A8J1LVD3	50.8	122	8.08e-30	TrEMBL	LOC121398305	A0A8J1LVD3_XENLA	tr|A0A8J1LVD3|A0A8J1LVD3_XENLA uncharacterized protein LOC121398305 OS=Xenopus laevis OX=8355 GN=LOC121398305 PE=4 SV=1	485	Xenopus laevis	uncharacterized protein LOC121398305
10165					XP_041418470.1	52.5	122	9.639999999999999e-30	Nr			XP_041418470.1 uncharacterized protein LOC121393601 [Xenopus laevis]	1091	Xenopus laevis	uncharacterized protein LOC121393601
10166					XP_041433304.1	50.8	122	2.0800000000000002e-29	Nr			XP_041433304.1 uncharacterized protein LOC121398305 [Xenopus laevis]	485	Xenopus laevis	uncharacterized protein LOC121398305
10167					A0A803JXE6	42.4	165	5.2300000000000004e-27	TrEMBL		A0A803JXE6_XENTR	tr|A0A803JXE6|A0A803JXE6_XENTR LAP2alpha domain-containing protein OS=Xenopus tropicalis OX=8364 PE=4 SV=1	460	Xenopus tropicalis	LAP2alpha domain-containing protein
10168					XP_014344483.1	34.5	220	1.15e-26	Nr			XP_014344483.1 PREDICTED: uncharacterized protein LOC106703684 [Latimeria chalumnae]	259	Latimeria chalumnae	PREDICTED: uncharacterized protein LOC106703684
10169					A0A8J1MZ44	50.0	122	2.64e-26	TrEMBL	LOC121403038	A0A8J1MZ44_XENLA	tr|A0A8J1MZ44|A0A8J1MZ44_XENLA ribonuclease H OS=Xenopus laevis OX=8355 GN=LOC121403038 PE=3 SV=1	852	Xenopus laevis	ribonuclease H
10170					XP_041446270.1	50.0	122	6.78e-26	Nr			XP_041446270.1 uncharacterized protein LOC121403038 [Xenopus laevis]	852	Xenopus laevis	uncharacterized protein LOC121403038
10171					A0A8J0T7W0	39.3	163	1.11e-25	TrEMBL	LOC108697988	A0A8J0T7W0_XENLA	tr|A0A8J0T7W0|A0A8J0T7W0_XENLA lamina-associated polypeptide 2-like OS=Xenopus laevis OX=8355 GN=LOC108697988 PE=4 SV=1	476	Xenopus laevis	lamina-associated polypeptide 2-like
10172					A0A8J1M8F0	50.8	122	1.33e-25	TrEMBL	pfkfb2.L	A0A8J1M8F0_XENLA	tr|A0A8J1M8F0|A0A8J1M8F0_XENLA ribonuclease H OS=Xenopus laevis OX=8355 GN=pfkfb2.L PE=3 SV=1	615	Xenopus laevis	ribonuclease H
10173					XP_018083934.2	39.3	163	2.8499999999999997e-25	Nr			XP_018083934.2 lamina-associated polypeptide 2-like [Xenopus laevis]	476	Xenopus laevis	lamina-associated polypeptide 2-like
10174					XP_041437982.1	50.8	122	3.42e-25	Nr			XP_041437982.1 uncharacterized protein pfkfb2.L isoform X1 [Xenopus laevis]	615	Xenopus laevis	uncharacterized protein pfkfb2.L isoform X1
10175					A0A8J1L557	43.2	148	1.29e-24	TrEMBL	LOC121395370	A0A8J1L557_XENLA	tr|A0A8J1L557|A0A8J1L557_XENLA lamina-associated polypeptide 2, isoforms alpha/zeta-like OS=Xenopus laevis OX=8355 GN=LOC121395370 PE=4 SV=1	506	Xenopus laevis	lamina-associated polypeptide 2, isoforms alpha/zeta-like
10176					XP_041424692.1	43.2	148	3.33e-24	Nr			XP_041424692.1 lamina-associated polypeptide 2, isoforms alpha/zeta-like [Xenopus laevis]	506	Xenopus laevis	lamina-associated polypeptide 2, isoforms alpha/zeta-like
10177					A0A8J1M3D4	37.9	145	5.87e-24	TrEMBL	LOC121399479	A0A8J1M3D4_XENLA	tr|A0A8J1M3D4|A0A8J1M3D4_XENLA lamina-associated polypeptide 2-like OS=Xenopus laevis OX=8355 GN=LOC121399479 PE=4 SV=1	342	Xenopus laevis	lamina-associated polypeptide 2-like
10178					XP_029446932.1	34.4	221	1.2299999999999998e-23	Nr			XP_029446932.1 uncharacterized protein LOC115085256 [Rhinatrema bivittatum]	455	Rhinatrema bivittatum	uncharacterized protein LOC115085256
10179					XP_040266363.1	43.9	123	1.47e-23	Nr			XP_040266363.1 uncharacterized protein LOC120980993 [Bufo bufo]	246	Bufo bufo	uncharacterized protein LOC120980993
10180					XP_041436207.1	37.9	145	1.5099999999999998e-23	Nr			XP_041436207.1 lamina-associated polypeptide 2-like [Xenopus laevis]	342	Xenopus laevis	lamina-associated polypeptide 2-like
10181					A0A2D4MBB0	44.3	122	3.2899999999999996e-23	TrEMBL		A0A2D4MBB0_9SAUR	tr|A0A2D4MBB0|A0A2D4MBB0_9SAUR XRE family transcriptional regulator (Fragment) OS=Micrurus spixii OX=129469 PE=4 SV=1	126	Micrurus spixii	XRE family transcriptional regulator (Fragment)
10182					A0A2D4MCD5	43.4	122	1.06e-22	TrEMBL		A0A2D4MCD5_9SAUR	tr|A0A2D4MCD5|A0A2D4MCD5_9SAUR Photolyase/cryptochrome alpha/beta domain-containing protein (Fragment) OS=Micrurus spixii OX=129469 PE=4 SV=1	131	Micrurus spixii	Photolyase/cryptochrome alpha/beta domain-containing protein (Fragment)
10183					A0A803JZ17	37.5	168	1.3e-22	TrEMBL		A0A803JZ17_XENTR	tr|A0A803JZ17|A0A803JZ17_XENTR LAP2alpha domain-containing protein OS=Xenopus tropicalis OX=8364 PE=4 SV=1	481	Xenopus tropicalis	LAP2alpha domain-containing protein
10184					A0A1B8YAA6	37.8	156	1.49e-22	TrEMBL	XENTR_v90026799mg	A0A1B8YAA6_XENTR	tr|A0A1B8YAA6|A0A1B8YAA6_XENTR LAP2alpha domain-containing protein OS=Xenopus tropicalis OX=8364 GN=XENTR_v90026799mg PE=4 SV=1	278	Xenopus tropicalis	LAP2alpha domain-containing protein
10185					A0A2D4LGH1	44.3	122	3.42e-22	TrEMBL		A0A2D4LGH1_9SAUR	tr|A0A2D4LGH1|A0A2D4LGH1_9SAUR Tick transposon (Fragment) OS=Micrurus spixii OX=129469 PE=4 SV=1	149	Micrurus spixii	Tick transposon (Fragment)
10186					A0A8J1M324	35.1	148	1.3300000000000001e-21	TrEMBL	LOC121399443	A0A8J1M324_XENLA	tr|A0A8J1M324|A0A8J1M324_XENLA lamina-associated polypeptide 2-like OS=Xenopus laevis OX=8355 GN=LOC121399443 PE=4 SV=1	449	Xenopus laevis	lamina-associated polypeptide 2-like
10187					A0A8J1KRW9	35.1	148	1.3300000000000001e-21	TrEMBL	LOC121394105	A0A8J1KRW9_XENLA	tr|A0A8J1KRW9|A0A8J1KRW9_XENLA lamina-associated polypeptide 2-like OS=Xenopus laevis OX=8355 GN=LOC121394105 PE=4 SV=1	449	Xenopus laevis	lamina-associated polypeptide 2-like
10188					A0A8J1LRH6	35.1	148	1.3300000000000001e-21	TrEMBL	LOC121397925	A0A8J1LRH6_XENLA	tr|A0A8J1LRH6|A0A8J1LRH6_XENLA lamina-associated polypeptide 2-like isoform X2 OS=Xenopus laevis OX=8355 GN=LOC121397925 PE=4 SV=1	449	Xenopus laevis	lamina-associated polypeptide 2-like isoform X2
10189					A0A8J1MEF7	33.6	149	1.8400000000000002e-21	TrEMBL	LOC121400600	A0A8J1MEF7_XENLA	tr|A0A8J1MEF7|A0A8J1MEF7_XENLA uncharacterized protein LOC121399189 OS=Xenopus laevis OX=8355 GN=LOC121400600 PE=4 SV=1	450	Xenopus laevis	uncharacterized protein LOC121399189
10190					A0A6I8R3T5	36.0	178	1.88e-21	TrEMBL		A0A6I8R3T5_XENTR	tr|A0A6I8R3T5|A0A6I8R3T5_XENTR Ig-like domain-containing protein OS=Xenopus tropicalis OX=8364 PE=4 SV=2	453	Xenopus tropicalis	Ig-like domain-containing protein
10191					A0A8J1LMM9	33.6	149	2.0200000000000003e-21	TrEMBL	LOC121397579	A0A8J1LMM9_XENLA	tr|A0A8J1LMM9|A0A8J1LMM9_XENLA uncharacterized protein LOC121397579 isoform X2 OS=Xenopus laevis OX=8355 GN=LOC121397579 PE=4 SV=1	464	Xenopus laevis	uncharacterized protein LOC121397579 isoform X2
10192					A0A8J1KT47	33.6	149	2.0200000000000003e-21	TrEMBL	LOC121394217	A0A8J1KT47_XENLA	tr|A0A8J1KT47|A0A8J1KT47_XENLA uncharacterized protein LOC121394217 isoform X2 OS=Xenopus laevis OX=8355 GN=LOC121394217 PE=4 SV=1	464	Xenopus laevis	uncharacterized protein LOC121394217 isoform X2
10193					A0A8J1KTA1	33.6	149	2.0200000000000003e-21	TrEMBL	LOC121394228	A0A8J1KTA1_XENLA	tr|A0A8J1KTA1|A0A8J1KTA1_XENLA uncharacterized protein LOC121394228 isoform X2 OS=Xenopus laevis OX=8355 GN=LOC121394228 PE=4 SV=1	464	Xenopus laevis	uncharacterized protein LOC121394228 isoform X2
10194					A0A803JSN6	35.8	173	2.29e-21	TrEMBL		A0A803JSN6_XENTR	tr|A0A803JSN6|A0A803JSN6_XENTR LAP2alpha domain-containing protein OS=Xenopus tropicalis OX=8364 PE=4 SV=1	486	Xenopus tropicalis	LAP2alpha domain-containing protein
10195					A0A8J1MEG2	33.6	149	2.3400000000000003e-21	TrEMBL	LOC121400601	A0A8J1MEG2_XENLA	tr|A0A8J1MEG2|A0A8J1MEG2_XENLA uncharacterized protein LOC121397579 isoform X1 OS=Xenopus laevis OX=8355 GN=LOC121400601 PE=4 SV=1	490	Xenopus laevis	uncharacterized protein LOC121397579 isoform X1
10196					A0A8J1KT66	33.6	149	2.3400000000000003e-21	TrEMBL	LOC121394217	A0A8J1KT66_XENLA	tr|A0A8J1KT66|A0A8J1KT66_XENLA uncharacterized protein LOC121394217 isoform X1 OS=Xenopus laevis OX=8355 GN=LOC121394217 PE=4 SV=1	490	Xenopus laevis	uncharacterized protein LOC121394217 isoform X1
10197					A0A8J1KT93	33.6	149	2.3400000000000003e-21	TrEMBL	LOC121394228	A0A8J1KT93_XENLA	tr|A0A8J1KT93|A0A8J1KT93_XENLA uncharacterized protein LOC121394228 isoform X1 OS=Xenopus laevis OX=8355 GN=LOC121394228 PE=4 SV=1	490	Xenopus laevis	uncharacterized protein LOC121394228 isoform X1
10198					XP_040277784.1	36.4	162	2.4300000000000003e-21	Nr			XP_040277784.1 lamina-associated polypeptide 2, isoforms alpha/zeta-like [Bufo bufo]	409	Bufo bufo	lamina-associated polypeptide 2, isoforms alpha/zeta-like
10199					XP_040279486.1	36.4	162	2.4300000000000003e-21	Nr			XP_040279486.1 lamina-associated polypeptide 2, isoforms alpha/zeta-like [Bufo bufo]	409	Bufo bufo	lamina-associated polypeptide 2, isoforms alpha/zeta-like
10200					A0A8J1MT70	35.1	148	2.51e-21	TrEMBL	LOC121402196	A0A8J1MT70_XENLA	tr|A0A8J1MT70|A0A8J1MT70_XENLA lamina-associated polypeptide 2-like OS=Xenopus laevis OX=8355 GN=LOC121402196 PE=4 SV=1	449	Xenopus laevis	lamina-associated polypeptide 2-like
10201					KAE8575668.1	37.6	181	2.98e-21	Nr			KAE8575668.1 hypothetical protein XENTR_v10003901 [Xenopus tropicalis]	397	Xenopus tropicalis	hypothetical protein XENTR_v10003901
10202					A0A8J1MHQ8	33.7	187	3.14e-21	TrEMBL	LOC121400964	A0A8J1MHQ8_XENLA	tr|A0A8J1MHQ8|A0A8J1MHQ8_XENLA lamina-associated polypeptide 2-like OS=Xenopus laevis OX=8355 GN=LOC121400964 PE=4 SV=1	486	Xenopus laevis	lamina-associated polypeptide 2-like
10203					A0A8J1M684	36.6	164	3.1600000000000003e-21	TrEMBL	LOC121399716	A0A8J1M684_XENLA	tr|A0A8J1M684|A0A8J1M684_XENLA lamina-associated polypeptide 2, isoforms alpha/zeta-like OS=Xenopus laevis OX=8355 GN=LOC121399716 PE=4 SV=1	437	Xenopus laevis	lamina-associated polypeptide 2, isoforms alpha/zeta-like
10204					A0A8J1L3S5	36.6	164	3.1600000000000003e-21	TrEMBL	LOC121395214	A0A8J1L3S5_XENLA	tr|A0A8J1L3S5|A0A8J1L3S5_XENLA lamina-associated polypeptide 2, isoforms alpha/zeta-like isoform X2 OS=Xenopus laevis OX=8355 GN=LOC121395214 PE=4 SV=1	437	Xenopus laevis	lamina-associated polypeptide 2, isoforms alpha/zeta-like isoform X2
10205					A0A8J1M6Q5	36.6	164	3.1600000000000003e-21	TrEMBL	LOC121399792	A0A8J1M6Q5_XENLA	tr|A0A8J1M6Q5|A0A8J1M6Q5_XENLA lamina-associated polypeptide 2, isoforms alpha/zeta-like isoform X2 OS=Xenopus laevis OX=8355 GN=LOC121399792 PE=4 SV=1	437	Xenopus laevis	lamina-associated polypeptide 2, isoforms alpha/zeta-like isoform X2
10206					XP_040264286.1	36.4	162	3.33e-21	Nr			XP_040264286.1 lamina-associated polypeptide 2, isoforms alpha/zeta-like [Bufo bufo]	446	Bufo bufo	lamina-associated polypeptide 2, isoforms alpha/zeta-like
10207					XP_040266410.1	36.4	162	3.33e-21	Nr			XP_040266410.1 lamina-associated polypeptide 2, isoforms alpha/zeta-like [Bufo bufo]	446	Bufo bufo	lamina-associated polypeptide 2, isoforms alpha/zeta-like
10208					A0A8J1M871	36.6	164	3.4e-21	TrEMBL	LOC121399949	A0A8J1M871_XENLA	tr|A0A8J1M871|A0A8J1M871_XENLA uncharacterized protein LOC121396568 isoform X2 OS=Xenopus laevis OX=8355 GN=LOC121399949 PE=4 SV=1	447	Xenopus laevis	uncharacterized protein LOC121396568 isoform X2
10209					A0A8J1M6M3	36.6	164	3.4e-21	TrEMBL	LOC121399792	A0A8J1M6M3_XENLA	tr|A0A8J1M6M3|A0A8J1M6M3_XENLA uncharacterized protein LOC121399792 isoform X1 OS=Xenopus laevis OX=8355 GN=LOC121399792 PE=4 SV=1	447	Xenopus laevis	uncharacterized protein LOC121399792 isoform X1
10210					XP_041420040.1	35.1	148	3.410000000000001e-21	Nr			XP_041420040.1 lamina-associated polypeptide 2-like [Xenopus laevis]	449	Xenopus laevis	lamina-associated polypeptide 2-like
10211					XP_041432127.1	35.1	148	3.410000000000001e-21	Nr			XP_041432127.1 lamina-associated polypeptide 2-like isoform X2 [Xenopus laevis]	449	Xenopus laevis	lamina-associated polypeptide 2-like isoform X2
10212					XP_041436098.1	35.1	148	3.410000000000001e-21	Nr			XP_041436098.1 lamina-associated polypeptide 2-like [Xenopus laevis]	449	Xenopus laevis	lamina-associated polypeptide 2-like
10213					KAE8597474.1	36.4	176	4.3700000000000005e-21	Nr			KAE8597474.1 hypothetical protein XENTR_v10016480 [Xenopus tropicalis]	347	Xenopus tropicalis	hypothetical protein XENTR_v10016480
10214					XP_041435114.1	33.6	149	4.72e-21	Nr			XP_041435114.1 uncharacterized protein LOC121399189 [Xenopus laevis]	450	Xenopus laevis	uncharacterized protein LOC121399189
10215					A0A2D4I4R5	42.6	122	4.72e-21	TrEMBL		A0A2D4I4R5_MICLE	tr|A0A2D4I4R5|A0A2D4I4R5_MICLE Tick transposon (Fragment) OS=Micrurus lemniscatus lemniscatus OX=129467 PE=4 SV=1	185	Micrurus lemniscatus lemniscatus	Tick transposon (Fragment)
10216					XP_041430451.1	33.6	149	5.1900000000000005e-21	Nr			XP_041430451.1 uncharacterized protein LOC121397579 isoform X2 [Xenopus laevis]	464	Xenopus laevis	uncharacterized protein LOC121397579 isoform X2
10217					XP_041420536.1	33.6	149	5.1900000000000005e-21	Nr			XP_041420536.1 uncharacterized protein LOC121394228 isoform X2 [Xenopus laevis]	464	Xenopus laevis	uncharacterized protein LOC121394228 isoform X2
10218					XP_041420502.1	33.6	149	5.1900000000000005e-21	Nr			XP_041420502.1 uncharacterized protein LOC121394217 isoform X2 [Xenopus laevis]	464	Xenopus laevis	uncharacterized protein LOC121394217 isoform X2
10219					A0A2D4MJQ0	45.4	108	5.9400000000000005e-21	TrEMBL		A0A2D4MJQ0_9SAUR	tr|A0A2D4MJQ0|A0A2D4MJQ0_9SAUR Integrase_SAM-like_N domain-containing protein (Fragment) OS=Micrurus spixii OX=129469 PE=4 SV=1	116	Micrurus spixii	Integrase_SAM-like_N domain-containing protein (Fragment)
10220					XP_041420535.1	33.6	149	6.02e-21	Nr			XP_041420535.1 uncharacterized protein LOC121394228 isoform X1 [Xenopus laevis]	490	Xenopus laevis	uncharacterized protein LOC121394228 isoform X1
10221					XP_041430450.1	33.6	149	6.02e-21	Nr			XP_041430450.1 uncharacterized protein LOC121397579 isoform X1 [Xenopus laevis]	490	Xenopus laevis	uncharacterized protein LOC121397579 isoform X1
10222					XP_041420501.1	33.6	149	6.02e-21	Nr			XP_041420501.1 uncharacterized protein LOC121394217 isoform X1 [Xenopus laevis]	490	Xenopus laevis	uncharacterized protein LOC121394217 isoform X1
10223					A0A2D4EJC9	43.8	121	6.350000000000001e-21	TrEMBL		A0A2D4EJC9_MICCO	tr|A0A2D4EJC9|A0A2D4EJC9_MICCO ribonuclease H (Fragment) OS=Micrurus corallinus OX=54390 PE=3 SV=1	580	Micrurus corallinus	ribonuclease H (Fragment)
10224					XP_041444543.1	35.1	148	6.4400000000000006e-21	Nr			XP_041444543.1 lamina-associated polypeptide 2-like [Xenopus laevis]	449	Xenopus laevis	lamina-associated polypeptide 2-like
10225					A0A2D4LGD3	41.8	122	6.480000000000001e-21	TrEMBL		A0A2D4LGD3_9SAUR	tr|A0A2D4LGD3|A0A2D4LGD3_9SAUR RNase H domain-containing protein (Fragment) OS=Micrurus spixii OX=129469 PE=4 SV=1	213	Micrurus spixii	RNase H domain-containing protein (Fragment)
10226					A0A2D4J0A8	42.6	122	7.010000000000001e-21	TrEMBL		A0A2D4J0A8_MICLE	tr|A0A2D4J0A8|A0A2D4J0A8_MICLE ribonuclease H OS=Micrurus lemniscatus lemniscatus OX=129467 PE=3 SV=1	664	Micrurus lemniscatus lemniscatus	ribonuclease H
10227					XP_041441257.1	33.7	187	8.080000000000001e-21	Nr			XP_041441257.1 lamina-associated polypeptide 2-like [Xenopus laevis]	486	Xenopus laevis	lamina-associated polypeptide 2-like
10228					XP_041427578.1	36.6	164	8.11e-21	Nr			XP_041427578.1 lamina-associated polypeptide 2, isoforms alpha/zeta-like isoform X3 [Xenopus laevis]	437	Xenopus laevis	lamina-associated polypeptide 2, isoforms alpha/zeta-like isoform X3
10229					XP_041437348.1	36.6	164	8.11e-21	Nr			XP_041437348.1 lamina-associated polypeptide 2, isoforms alpha/zeta-like isoform X2 [Xenopus laevis]	437	Xenopus laevis	lamina-associated polypeptide 2, isoforms alpha/zeta-like isoform X2
10230					XP_041424178.1	36.6	164	8.11e-21	Nr			XP_041424178.1 lamina-associated polypeptide 2, isoforms alpha/zeta-like isoform X2 [Xenopus laevis]	437	Xenopus laevis	lamina-associated polypeptide 2, isoforms alpha/zeta-like isoform X2
10231					XP_041424177.1	36.6	164	8.73e-21	Nr			XP_041424177.1 uncharacterized protein LOC121395214 isoform X1 [Xenopus laevis]	447	Xenopus laevis	uncharacterized protein LOC121395214 isoform X1
10232					XP_042329170.1	31.4	220	1.28e-20	Nr			XP_042329170.1 uncharacterized protein LOC121933463 [Sceloporus undulatus]	303	Sceloporus undulatus	uncharacterized protein LOC121933463
10233					A0A2D4LGB9	42.6	122	1.62e-20	TrEMBL		A0A2D4LGB9_9SAUR	tr|A0A2D4LGB9|A0A2D4LGB9_9SAUR RT_RNaseH domain-containing protein (Fragment) OS=Micrurus spixii OX=129469 PE=4 SV=1	180	Micrurus spixii	RT_RNaseH domain-containing protein (Fragment)
10234					XP_015274387.1	33.3	222	1.63e-20	Nr			XP_015274387.1 PREDICTED: uncharacterized protein KIAA0232 homolog [Gekko japonicus]	2010	Gekko japonicus	PREDICTED: uncharacterized protein KIAA0232 homolog
10235					A0A1W7RDQ0	45.1	122	2.13e-20	TrEMBL		A0A1W7RDQ0_AGKCO	tr|A0A1W7RDQ0|A0A1W7RDQ0_AGKCO ribonuclease H OS=Agkistrodon contortrix contortrix OX=8713 PE=3 SV=1	567	Agkistrodon contortrix contortrix	ribonuclease H
10236					A0A6P9D0P1	43.4	122	5.08e-20	TrEMBL	LOC117675085	A0A6P9D0P1_PANGU	tr|A0A6P9D0P1|A0A6P9D0P1_PANGU ribonuclease H OS=Pantherophis guttatus OX=94885 GN=LOC117675085 PE=3 SV=1	1211	Pantherophis guttatus	ribonuclease H
10237					XP_014353257.1	41.8	122	5.18e-20	Nr			XP_014353257.1 PREDICTED: uncharacterized protein LOC106706602 [Latimeria chalumnae]	308	Latimeria chalumnae	PREDICTED: uncharacterized protein LOC106706602
10238					XP_048352202.1	29.6	223	9.34e-20	Nr			XP_048352202.1 uncharacterized protein LOC125432571 [Sphaerodactylus townsendi]	379	Sphaerodactylus townsendi	uncharacterized protein LOC125432571
10239					XP_034289304.1	43.4	122	1.3e-19	Nr			XP_034289304.1 uncharacterized protein LOC117675085 [Pantherophis guttatus]	1211	Pantherophis guttatus	uncharacterized protein LOC117675085
10240					XP_040275510.1	58.5	82	1.34e-19	Nr			XP_040275510.1 oocyte zinc finger protein XlCOF6.1-like [Bufo bufo]	418	Bufo bufo	oocyte zinc finger protein XlCOF6.1-like
10241					KAG8573945.1	42.7	124	1.66e-19	Nr			KAG8573945.1 hypothetical protein GDO81_008956 [Engystomops pustulosus]	226	Engystomops pustulosus	hypothetical protein GDO81_008956
10242					KAG8583453.1	41.0	122	1.87e-19	Nr			KAG8583453.1 hypothetical protein GDO81_008420 [Engystomops pustulosus]	563	Engystomops pustulosus	hypothetical protein GDO81_008420
10243					A0A8J1J4M0	44.3	122	2.42e-19	TrEMBL	LOC101731022	A0A8J1J4M0_XENTR	tr|A0A8J1J4M0|A0A8J1J4M0_XENTR uncharacterized protein LOC101731022 isoform X4 OS=Xenopus tropicalis OX=8364 GN=LOC101731022 PE=4 SV=1	375	Xenopus tropicalis	uncharacterized protein LOC101731022 isoform X4
